aid,similarity_baseline
127972,"[127960, 128225, 128496, 128549, 129261, 128872, 129065, 128936, 128005, 128898, 127870, 129066, 129358, 128813, 129024, 127977, 128942, 128871, 129424, 128164, 128746, 128449, 128757, 128780, 128165, 129017, 128556, 127951, 128055, 127996, 128378, 127992, 128741, 129131, 129176, 127971, 127854, 128518, 128685, 129381, 128024, 128319, 128651, 128090, 128474, 129022, 128351, 129370, 128767, 127937, 128275, 128241, 128434, 127907, 129227, 128007, 128253, 128866, 128662, 128287, 128460, 128183, 128497, 128416, 128888, 129029, 127918, 128170, 128439, 129496, 128150, 128825, 129210, 128669, 129359, 129192, 128483, 128883, 128482, 128690, 127850, 128301, 128383, 128254, 128905, 128718, 129109, 128192, 129011, 128370, 129307, 128903, 128533, 128452, 128628, 129384, 128172, 128375, 128110, 128619]"
127973,"[128659, 128732, 128021, 128819, 127970, 129255, 129287, 128283, 128250, 128135, 128408, 127861, 128579, 128475, 129166, 128289, 129243, 128932, 128939, 128146, 127871, 128630, 129074, 128655, 129258, 127858, 129260, 129174, 128138, 128590, 128938, 129136, 129351, 128127, 128476, 128701, 128119, 129237, 129411, 127909, 128337, 129083, 128755, 128359, 128573, 129397, 129330, 128703, 129432, 127950, 129342, 129486, 129387, 128572, 128559, 128197, 128001, 129413, 128720, 128568, 128190, 129054, 128492, 127873, 128491, 129369, 128571, 128544, 128006, 128729, 128272, 128634, 129398, 128215, 129084, 128545, 128688, 128695, 129178, 127943, 127955, 128588, 128040, 127867, 129334, 128354, 128348, 129412, 128417, 128606, 128929, 129273, 128428, 128211, 128431, 128575, 127862, 128880, 127880, 129016]"
127974,"[128421, 129262, 128944, 129316, 129048, 128745, 128676, 128954, 128614, 129204, 128507, 129081, 128265, 129362, 128381, 129102, 128805, 129395, 128367, 128624, 127972, 129126, 128652, 128220, 128115, 128827, 128505, 129305, 128092, 128995, 128152, 128912, 128671, 128814, 128183, 128513, 129279, 128883, 128433, 128761, 128970, 127994, 127953, 127876, 128810, 128540, 129145, 128750, 127982, 128045, 128523, 128198, 128694, 128270, 128438, 129111, 128217, 129082, 128977, 129404, 128321, 128300, 129090, 128230, 127921, 128604, 128798, 128095, 128722, 128544, 127892, 128206, 128983, 127980, 128330, 128253, 128418, 129302, 128076, 128796, 129294, 129242, 128018, 128446, 128960, 128333, 128450, 128237, 128978, 129097, 128637, 128318, 127957, 129397, 128797, 128184, 128316, 128539, 128162, 128675]"
127975,"[128622, 129279, 129201, 128880, 128190, 128701, 128465, 129315, 129037, 129316, 128167, 129397, 128960, 128791, 128675, 128748, 129033, 128206, 128749, 129414, 129407, 129400, 128817, 129324, 129334, 128875, 128035, 129262, 129343, 127852, 127923, 129385, 128337, 128049, 127929, 127873, 128604, 128921, 128860, 129124, 128614, 128368, 128001, 129237, 127856, 129311, 128316, 128577, 129387, 128944, 128220, 128252, 129352, 128742, 129178, 128833, 129299, 128397, 129486, 128235, 129268, 128935, 129270, 129057, 127950, 128793, 128048, 129411, 128909, 128428, 128417, 127861, 129136, 129244, 127892, 129272, 129394, 129082, 129140, 128033, 127970, 128968, 128729, 129287, 128925, 128938, 128979, 129306, 128539, 128256, 129269, 128138, 128826, 128988, 128124, 128928, 127943, 128782, 127998, 129355]"
127976,"[127941, 129173, 128089, 128031, 128192, 129381, 128636, 128129, 129210, 129011, 128767, 129164, 128110, 129888, 128872, 128904, 128371, 128815, 128657, 128170, 128482, 128518, 127918, 128635, 128866, 128757, 128405, 128393, 129046, 129417, 129131, 129176, 128711, 128534, 128434, 129004, 129229, 128121, 128685, 128274, 128785, 128499, 128778, 128103, 127925, 128691, 127854, 129310, 129403, 127978, 129186, 128481, 128290, 128651, 128225, 129363, 128140, 129348, 129170, 128746, 127968, 128439, 128741, 128877, 129030, 128918, 128538, 128178, 128528, 128714, 128429, 129331, 129099, 129349, 128879, 129354, 127850, 128936, 129029, 128148, 129317, 129350, 128275, 129034, 128042, 128821, 128533, 127977, 128483, 128807, 129292, 128172, 128375, 128535, 128541, 128241, 128594, 128027, 127945, 128812]"
127977,"[128439, 129261, 129381, 127977, 127937, 128274, 128563, 128535, 128746, 128872, 128103, 127870, 128241, 128483, 128651, 127854, 128646, 129011, 129403, 128007, 127883, 128371, 128685, 128415, 128440, 128815, 128877, 129207, 128757, 128275, 128360, 128744, 129250, 128778, 127905, 128942, 128405, 127918, 129194, 129206, 128225, 128165, 129192, 127941, 128140, 128429, 129229, 129378, 128528, 128740, 128129, 128089, 128518, 128767, 128497, 128879, 128121, 128029, 129170, 128319, 128496, 128290, 128351, 129345, 129335, 129205, 128596, 128918, 128936, 129067, 129118, 128192, 128813, 127925, 128866, 128031, 128708, 129065, 129284, 127971, 128027, 127951, 128170, 128691, 128741, 128710, 128024, 128888, 129331, 129340, 128898, 128556, 129004, 129350, 129888, 128148, 128871, 128481, 129292, 129317]"
127978,"[128672, 128646, 128596, 128947, 127967, 128894, 129016, 128653, 129118, 129151, 129378, 129308, 128024, 129108, 129300, 129356, 128022, 129293, 128799, 128156, 128879, 128082, 128339, 129421, 128563, 128564, 128159, 128616, 128391, 128615, 129237, 128710, 128440, 127854, 128404, 128166, 128871, 127978, 129307, 128145, 128276, 128978, 128385, 129232, 128359, 129284, 129256, 128685, 129250, 128961, 128112, 128708, 129335, 127998, 128942, 128460, 129382, 129432, 129319, 129383, 128736, 128119, 128484, 128238, 128890, 129345, 128967, 128716, 128495, 128760, 128575, 128033, 127951, 128630, 128197, 128001, 128311, 128745, 128256, 128834, 128848, 128215, 128888, 128050, 128999, 128903, 128644, 129092, 129244, 128422, 128822, 129353, 128595, 128319, 129017, 129258, 129101, 129141, 129377, 128090]"
127979,"[129166, 128732, 128585, 129258, 128702, 128248, 128476, 128576, 128218, 129159, 128127, 128348, 128326, 129252, 129237, 128373, 128733, 128677, 128575, 128179, 129313, 128486, 128517, 129259, 128197, 129026, 128588, 127978, 128327, 128599, 128658, 128135, 128244, 128703, 128403, 128606, 128571, 128478, 128475, 129325, 128112, 128616, 128015, 128146, 128022, 128655, 129267, 128644, 129232, 128573, 128568, 128434, 128819, 129292, 128896, 129174, 129256, 129083, 129432, 129382, 129358, 128427, 128136, 129242, 128460, 128492, 127950, 128237, 129260, 129384, 128720, 128894, 129099, 128725, 128350, 128978, 129230, 128432, 129354, 127871, 128632, 128449, 128591, 128694, 128219, 128224, 129413, 128289, 129000, 127962, 129090, 128850, 128570, 129025, 129486, 129383, 128831, 128266, 129065, 128562]"
127980,"[128422, 128791, 129334, 128824, 128951, 128705, 128826, 128324, 127906, 128328, 129231, 128781, 129366, 128738, 129299, 128695, 129306, 128220, 129090, 129970, 129311, 127873, 129286, 128916, 128902, 128701, 129414, 128909, 128760, 128407, 128397, 129217, 128660, 128544, 128033, 128979, 128458, 129028, 128245, 128747, 128124, 128312, 129262, 128926, 127970, 128631, 129273, 128748, 128742, 129432, 128203, 128752, 127950, 129179, 129296, 129155, 129130, 128841, 128330, 128247, 127884, 128345, 128352, 128604, 129387, 128173, 128335, 128119, 128155, 128456, 128729, 129385, 129486, 128860, 129079, 129397, 129390, 127943, 128675, 128368, 129352, 127993, 129272, 129244, 128935, 128968, 129203, 128919, 129035, 128048, 128733, 128944, 129386, 127909, 128568, 128618, 128934, 128381, 128577, 129324]"
127981,"[129287, 129397, 128005, 128467, 127950, 129411, 129079, 128021, 128982, 129255, 128150, 128742, 128909, 128062, 129132, 128995, 128634, 128380, 128378, 128124, 127895, 128190, 129413, 128590, 128806, 127861, 127971, 128253, 129311, 129237, 129400, 128938, 128707, 129017, 127873, 128745, 128645, 128085, 129299, 128237, 128755, 128102, 129016, 130353, 128544, 128805, 128458, 128041, 128272, 128675, 128256, 128475, 129333, 128316, 128049, 129146, 128549, 128710, 128438, 128579, 128819, 128966, 128017, 128969, 128559, 129074, 128211, 128282, 128040, 129296, 129243, 128880, 128006, 128422, 128721, 128354, 128619, 129175, 128770, 128826, 129383, 128526, 128440, 128496, 128289, 129244, 128898, 128156, 128330, 128582, 128397, 128623, 128573, 127921, 129886, 129380, 129019, 128611, 128230, 128701]"
127982,"[128252, 129279, 128235, 128808, 128829, 128960, 129270, 128035, 129014, 128791, 128418, 128366, 129231, 128968, 129145, 127957, 128928, 128330, 128676, 129082, 129081, 128422, 129306, 128946, 128689, 129262, 129268, 129204, 128547, 128627, 128407, 127983, 128624, 129299, 129220, 128926, 129360, 128600, 129316, 128921, 128604, 128126, 129305, 128324, 128614, 128673, 128220, 127873, 129244, 129264, 128622, 128860, 129226, 128074, 129366, 128028, 128198, 128420, 127929, 128321, 128908, 128297, 129296, 128909, 128263, 128502, 128306, 128660, 128049, 129057, 129056, 128577, 128786, 128421, 127953, 128465, 127852, 127923, 129386, 129212, 129201, 128749, 128951, 128647, 128978, 128167, 128124, 128798, 129080, 128701, 128337, 128076, 128539, 129135, 128750, 127906, 129045, 129407, 128397, 129001]"
127983,"[129195, 128291, 128253, 128898, 128275, 128848, 128699, 128891, 129231, 128806, 128238, 129299, 127948, 128813, 128883, 128707, 128313, 128824, 129063, 127998, 128760, 128005, 129294, 129232, 128422, 128033, 128995, 129262, 129353, 129018, 128352, 128969, 128915, 128319, 128237, 128211, 128338, 129092, 127938, 129065, 129328, 128301, 128662, 128333, 127979, 128351, 128449, 127973, 128973, 128595, 129080, 128736, 128440, 129378, 129421, 128438, 128513, 129310, 128014, 128260, 129022, 128745, 128712, 128825, 127971, 129244, 128750, 128625, 129118, 128576, 128384, 128805, 128482, 127996, 128952, 127856, 128426, 128871, 128315, 128390, 128834, 128751, 128483, 127870, 128955, 128307, 129099, 128120, 128822, 128434, 128474, 129108, 128959, 128101, 128062, 128126, 128556, 129152, 128227, 129141]"
127984,"[127950, 129397, 129237, 128630, 129486, 128909, 128544, 128675, 128720, 129334, 129074, 127861, 128701, 127970, 128742, 129352, 128938, 128190, 129026, 128645, 129315, 129311, 129258, 129272, 128432, 127909, 128124, 128738, 129393, 128318, 129412, 129400, 128568, 128880, 129287, 128316, 129324, 128467, 127873, 129414, 128576, 129394, 128921, 129432, 129342, 129380, 129175, 129273, 128428, 128021, 129421, 129333, 128397, 128402, 128203, 128049, 128791, 128001, 128875, 129343, 129033, 128230, 129299, 128248, 128258, 128590, 128826, 129411, 129296, 129387, 129132, 129124, 129178, 129383, 128968, 128354, 129365, 129174, 128550, 128604, 128559, 128127, 128851, 128695, 128988, 128894, 128422, 128573, 128237, 129364, 129255, 128902, 128160, 128677, 128619, 129201, 129385, 128256, 127943, 129407]"
127985,"[128646, 129011, 129207, 128815, 128518, 128872, 128371, 128767, 127918, 128778, 128482, 128222, 128635, 129210, 129403, 129194, 128995, 128440, 129131, 129176, 128534, 129206, 128745, 128260, 128636, 128710, 129232, 128595, 128103, 127870, 128290, 128999, 129046, 129381, 127854, 128879, 128170, 128711, 128936, 128533, 128483, 128685, 129099, 129078, 128434, 127978, 128192, 128563, 128741, 127937, 128022, 128412, 127941, 128744, 129267, 129378, 128896, 128089, 128581, 128854, 129108, 128883, 128370, 128877, 128225, 127850, 128746, 128538, 128110, 128942, 128112, 128981, 128714, 128773, 129292, 128757, 129888, 128499, 128319, 127925, 129034, 129173, 128988, 128616, 128101, 128691, 128015, 128460, 129250, 129331, 128050, 128178, 128027, 128140, 128406, 128740, 128615, 128644, 128651, 128733]"
127986,"[128260, 129108, 129380, 129293, 128830, 127909, 127871, 128821, 128969, 129232, 128417, 128287, 128456, 128119, 128967, 128007, 128961, 129383, 129284, 128120, 128258, 128173, 128776, 129377, 128200, 128879, 129308, 128959, 127970, 128848, 127951, 129092, 128492, 128352, 129258, 128404, 129267, 128001, 128662, 129378, 128341, 128005, 128563, 128947, 128714, 128145, 129409, 128391, 129421, 128596, 128276, 128595, 128822, 128256, 128644, 128903, 127880, 128517, 128050, 128778, 127862, 129084, 128854, 129307, 128432, 128059, 127861, 129089, 129152, 129382, 129192, 128440, 128033, 128319, 128241, 128888, 128248, 129250, 129299, 129244, 128385, 129074, 128024, 129118, 127887, 129016, 129237, 128238, 128253, 128709, 129343, 127967, 129003, 127998, 128237, 128672, 128556, 128368, 129101, 129369]"
127987,"[127854, 129345, 129335, 129317, 128746, 127977, 129254, 129381, 127978, 127925, 129205, 128535, 128483, 129229, 128691, 128129, 128029, 128121, 129118, 128596, 128481, 128112, 127883, 128685, 129170, 129042, 129888, 128159, 129354, 128148, 129403, 129340, 128439, 128651, 129375, 129331, 127937, 128615, 128744, 129067, 129004, 128440, 128274, 129292, 128399, 128275, 127941, 128654, 128697, 128383, 129350, 128365, 127945, 128027, 128708, 128165, 128879, 127968, 128371, 128616, 128757, 128811, 129011, 128086, 128974, 128415, 128290, 128192, 128031, 129210, 129250, 128741, 128405, 128943, 128785, 129308, 128518, 129378, 128962, 128007, 128778, 127918, 128899, 128981, 128918, 128508, 128024, 128304, 128877, 128563, 128617, 129017, 128815, 128872, 128482, 128343, 129181, 128690, 127872, 128635]"
127988,"[128762, 129276, 129037, 128418, 128167, 128381, 128934, 128277, 128960, 128539, 129420, 129116, 128297, 128330, 128464, 129161, 128926, 128604, 129277, 128220, 128875, 128422, 128259, 128310, 128944, 128749, 128993, 128328, 129190, 127980, 128833, 127943, 128675, 128760, 128701, 128747, 128124, 129169, 128318, 128909, 129054, 128750, 128620, 128782, 128980, 129237, 129397, 128988, 129234, 127970, 128190, 129352, 129324, 127909, 128049, 128198, 128489, 129246, 129311, 128647, 129269, 128618, 128791, 129970, 129223, 129091, 128841, 129175, 128625, 128631, 128462, 128247, 129315, 129093, 129334, 128755, 129262, 129486, 129306, 129076, 128824, 129301, 130688, 129330, 128880, 128223, 128162, 128021, 128402, 128505, 128738, 129305, 128397, 129244, 128781, 127921, 128851, 128817, 128634, 128748]"
127989,"[129055, 127914, 128820, 128761, 128095, 128803, 129275, 128525, 128716, 128046, 129303, 127968, 129218, 128067, 128578, 128995, 129182, 129015, 128065, 129047, 129111, 129097, 128114, 128400, 128022, 127982, 128821, 128372, 128971, 128745, 129310, 127988, 128970, 128526, 128455, 128978, 128764, 127878, 128030, 128636, 129215, 128270, 128874, 129382, 128931, 129168, 129198, 128471, 127899, 129058, 129026, 129313, 128327, 128552, 129421, 128300, 129267, 127972, 127978, 128671, 128814, 128463, 128011, 128694, 128947, 129885, 129090, 128292, 128985, 128159, 128848, 128910, 129034, 128595, 128576, 129105, 128658, 128112, 128029, 128894, 128551, 128922, 128573, 129048, 128599, 128182, 128478, 129131, 129176, 128279, 128440, 128161, 129242, 129020, 128538, 128973, 128421, 129195, 128740, 127888]"
127990,"[129242, 127903, 128487, 127918, 127940, 129034, 128850, 128434, 129210, 129065, 128483, 129089, 128482, 129036, 128741, 128745, 128913, 128746, 128110, 129029, 128112, 128449, 127912, 129061, 127854, 127971, 128639, 128525, 128872, 127870, 128585, 128995, 128773, 127962, 128100, 127939, 129090, 128772, 128022, 128581, 128499, 128170, 128370, 128164, 128136, 128636, 128177, 128735, 128702, 128192, 127978, 129164, 127899, 129303, 128785, 127925, 129195, 128237, 129131, 129176, 128977, 128101, 128460, 128878, 129292, 128225, 129159, 128474, 127941, 128576, 127968, 129004, 128415, 129000, 128632, 128691, 128834, 128866, 128248, 128448, 129186, 127963, 128399, 129099, 129383, 128171, 128778, 128733, 128165, 128538, 127945, 128651, 128319, 128837, 128383, 128541, 129267, 129384, 129886, 128236]"
127991,"[129245, 128583, 128032, 129041, 127940, 128772, 129112, 128768, 128114, 128153, 128910, 129208, 129061, 128086, 129247, 127915, 129242, 128165, 127876, 128379, 129191, 128328, 128095, 128309, 128046, 129326, 128236, 127963, 128529, 128459, 128294, 128808, 128829, 128578, 128974, 127982, 129034, 127939, 128526, 129080, 129009, 129310, 129328, 128460, 128469, 128540, 128649, 128482, 128420, 129367, 127958, 129036, 128997, 128740, 128954, 129262, 128694, 129195, 128022, 128449, 128651, 128483, 128541, 129047, 127899, 128474, 128837, 127973, 128784, 127903, 127892, 128534, 128122, 129303, 129345, 128615, 129316, 128963, 128814, 127878, 128487, 128825, 128995, 128923, 127996, 129064, 128163, 128977, 128015, 128278, 129102, 129015, 128513, 128169, 128593, 129186, 129223, 129005, 128024, 127860]"
127992,"[127857, 129208, 129248, 128667, 128184, 127915, 128277, 128602, 129281, 129221, 128505, 128280, 128433, 128676, 128133, 129080, 128954, 128198, 128993, 128617, 128092, 128445, 128099, 128633, 127972, 128540, 128788, 128464, 128182, 129262, 128699, 127881, 129145, 128527, 128934, 127882, 129100, 127995, 128217, 129190, 128076, 129111, 129360, 128747, 129103, 128627, 128983, 128330, 128457, 129031, 128018, 128513, 129362, 129010, 128238, 129081, 128970, 128311, 129195, 128351, 128920, 129204, 128328, 129404, 128542, 128739, 128524, 127963, 128507, 127981, 128647, 128525, 128381, 129048, 128574, 128805, 129193, 128263, 129234, 128353, 128053, 129090, 127985, 129165, 127898, 129187, 129034, 128183, 128615, 129150, 128322, 129316, 128592, 129093, 127990, 129246, 128721, 128968, 129161, 128075]"
127993,"[127861, 128203, 128258, 128428, 127970, 129411, 127909, 129152, 128701, 128969, 128173, 127943, 128272, 128402, 127950, 128618, 128634, 128211, 129124, 127858, 128791, 129311, 128968, 128880, 128830, 129383, 128352, 128021, 129305, 128875, 128489, 129315, 129169, 127921, 128738, 128939, 128017, 128749, 128492, 127873, 128742, 129397, 129352, 128432, 129330, 129380, 129392, 128630, 128755, 128422, 128933, 128328, 129126, 128590, 129299, 128637, 128316, 128798, 128462, 128544, 128223, 128975, 129342, 128456, 128297, 129486, 129201, 128417, 129273, 129108, 128909, 128373, 128676, 128695, 128680, 128354, 129156, 128244, 128464, 128190, 129324, 128237, 128547, 128436, 129279, 128988, 129136, 128604, 128733, 128052, 129334, 128138, 128896, 127953, 129231, 128675, 128318, 128040, 128330, 128921]"
127994,"[128660, 128747, 128604, 129306, 128750, 129297, 128324, 128791, 128675, 128422, 129231, 128633, 129001, 128721, 128513, 128673, 128220, 129262, 129270, 128062, 128806, 129082, 129091, 128902, 128722, 128091, 128826, 129386, 128245, 128909, 129970, 128742, 128041, 128964, 128705, 128466, 128362, 129057, 129362, 129028, 128124, 128049, 128450, 129355, 129037, 128786, 129014, 128696, 127852, 127923, 128926, 129279, 128035, 129420, 129296, 128407, 129397, 129280, 129203, 128167, 129135, 129311, 129146, 128467, 128397, 128421, 129212, 129045, 128321, 128951, 128544, 128905, 129324, 129219, 128063, 128982, 129272, 128960, 129068, 128253, 128054, 128414, 127929, 128919, 127881, 128366, 129022, 127949, 129365, 128337, 128631, 129126, 129220, 128860, 127856, 128762, 127873, 128824, 128073, 129385]"
127995,"[128405, 128535, 128815, 128534, 128429, 127925, 129381, 129205, 128691, 128685, 129331, 129403, 128031, 127941, 128651, 128192, 128129, 128866, 127854, 128089, 128140, 129349, 128121, 129004, 128365, 128767, 128877, 128872, 128178, 128778, 129345, 128027, 129046, 129173, 129170, 129186, 128110, 128746, 128785, 128415, 128744, 129118, 128708, 128159, 128646, 128165, 128275, 128481, 129888, 128518, 128483, 128594, 128439, 128170, 129229, 127850, 128904, 128635, 128101, 127945, 127968, 128757, 128807, 127937, 127977, 129210, 128741, 129417, 129335, 128019, 128636, 128103, 128596, 129207, 127978, 128360, 128563, 128086, 129354, 127883, 127918, 129042, 129129, 128593, 128615, 129194, 128290, 129099, 129206, 128399, 128482, 128393, 128172, 128375, 128538, 127870, 128434, 128222, 129011, 128440]"
127996,"[129381, 129046, 128904, 127941, 128518, 128027, 128274, 128031, 128757, 127854, 128767, 129011, 128405, 128140, 128129, 128528, 128866, 128103, 128535, 128371, 128657, 128439, 129335, 127918, 128275, 128007, 128241, 128685, 128019, 128872, 128594, 128192, 129131, 129176, 129210, 129229, 129205, 127883, 128815, 128711, 129030, 128497, 128879, 128121, 128390, 128741, 128877, 129888, 128393, 129363, 128170, 128744, 128089, 128415, 128635, 129170, 129345, 128110, 129403, 129349, 128746, 128057, 128651, 127870, 127850, 129004, 129173, 129317, 127925, 128534, 129350, 129164, 129424, 128490, 128365, 128556, 128383, 128499, 128225, 128411, 129192, 128785, 128778, 128691, 128290, 128714, 129186, 128636, 129331, 128563, 127977, 128434, 129377, 129029, 128440, 128429, 127937, 128159, 128538, 129118]"
127997,"[128701, 128749, 128190, 129397, 129324, 129279, 128791, 128968, 128675, 128203, 129315, 128742, 128875, 128909, 129311, 129201, 128124, 128428, 129124, 128880, 128138, 127950, 127873, 127861, 129262, 129306, 129287, 128798, 128618, 127970, 129364, 127852, 127923, 128544, 129330, 129411, 128160, 128860, 128614, 128833, 128925, 129407, 128539, 128337, 128397, 128725, 128402, 128049, 129352, 129273, 129365, 128417, 129270, 128622, 129178, 128755, 129400, 129231, 128325, 128748, 129272, 128465, 129305, 128604, 128738, 128466, 128321, 129334, 129296, 129220, 129970, 128040, 128946, 129414, 128316, 129269, 128673, 129392, 129408, 129126, 129385, 129299, 129316, 128220, 128252, 129082, 128689, 129136, 128645, 129237, 127858, 128500, 128817, 129057, 128933, 128422, 128297, 129084, 129355, 129486]"
127998,"[128439, 129261, 129381, 127977, 127937, 128274, 128563, 128535, 128746, 128872, 128103, 127870, 128241, 128483, 128651, 127854, 128646, 129011, 129403, 128007, 127883, 128371, 128685, 128415, 128440, 128815, 128877, 129207, 128757, 128275, 128360, 128744, 129250, 128778, 127905, 128942, 128405, 127918, 129194, 129206, 128225, 128165, 129192, 127941, 128140, 128429, 129229, 129378, 128528, 128740, 128129, 128089, 128518, 128767, 128497, 128879, 128121, 128029, 129170, 128319, 128496, 128290, 128351, 129345, 129335, 129205, 128596, 128918, 128936, 129067, 129118, 128192, 128813, 127925, 128866, 128031, 128708, 129065, 129284, 127971, 128027, 127951, 128170, 128691, 128741, 128710, 128024, 128888, 129331, 129340, 128898, 128556, 129004, 129350, 129888, 128148, 128871, 128481, 129292, 129317]"
127999,"[128434, 128615, 128015, 129256, 128482, 128460, 127860, 128533, 127939, 128224, 129164, 128616, 128563, 128033, 128778, 128382, 128585, 128824, 129049, 129183, 127862, 127967, 128218, 129382, 128447, 129188, 128311, 127978, 128368, 128156, 129292, 128576, 128589, 128326, 129327, 128449, 128650, 128771, 129357, 128170, 128216, 128654, 128697, 128121, 128760, 129016, 128370, 128710, 128599, 128048, 129421, 128693, 127871, 129170, 127998, 128301, 128484, 128812, 128271, 127996, 128569, 128698, 129007, 128894, 128112, 128677, 128736, 129368, 128110, 129375, 128606, 128651, 128014, 129141, 128700, 128890, 129099, 128319, 128266, 129232, 129353, 128474, 128495, 129258, 129252, 128248, 128962, 129085, 128541, 128596, 128304, 129108, 127872, 128553, 128831, 128024, 128718, 128022, 128192, 128178]"
128000,"[129057, 129048, 128421, 128614, 127929, 128817, 128270, 128671, 129082, 129279, 128167, 129037, 128450, 129204, 129316, 128673, 128761, 128582, 128622, 129262, 129235, 128072, 127852, 127923, 128587, 128960, 129145, 128583, 128784, 128035, 128910, 128321, 129245, 128034, 128220, 128379, 129097, 128801, 129270, 127914, 128909, 128284, 128124, 129303, 128875, 129047, 128162, 128355, 128438, 128627, 128876, 127957, 128114, 128187, 129009, 127963, 128539, 128042, 130061, 127988, 128361, 128773, 129268, 128663, 128366, 128604, 128288, 127920, 129068, 128687, 128242, 128502, 127983, 128296, 128620, 128076, 129407, 128028, 128298, 128923, 128433, 129135, 128892, 128294, 129105, 127892, 129386, 128011, 128968, 128408, 127972, 127873, 128280, 128036, 128633, 128115, 128841, 128020, 129362, 129395]"
128001,"[128638, 129225, 127884, 129153, 128479, 129021, 128852, 128422, 128790, 128233, 128536, 128760, 129017, 128513, 129155, 128247, 128516, 127956, 128180, 128824, 128916, 128020, 129317, 128156, 129884, 128747, 128914, 128312, 129175, 129119, 128951, 128631, 128576, 128705, 128893, 128919, 128328, 129262, 129334, 128033, 129079, 129075, 128048, 127973, 129237, 128345, 129090, 128750, 129316, 128748, 128809, 128361, 129035, 127868, 128407, 128493, 128381, 129420, 128973, 128797, 128349, 128324, 129080, 129062, 128960, 128335, 128772, 128220, 128434, 128253, 128467, 128883, 128256, 129362, 129302, 129390, 129220, 128333, 128173, 129288, 128988, 128109, 128189, 129410, 128230, 128649, 128107, 128521, 128909, 128410, 128454, 129034, 128075, 128245, 128352, 128124, 128931, 128642, 128550, 128826]"
128002,"[128464, 128721, 128747, 128335, 128263, 128134, 128018, 128926, 127946, 128330, 128513, 129281, 128750, 128380, 128414, 128706, 129143, 128587, 127851, 128566, 128376, 129362, 128457, 128993, 128433, 128084, 128505, 128667, 128217, 129001, 129277, 127981, 127944, 127876, 128604, 128982, 128133, 129246, 128620, 128527, 128722, 128676, 128198, 129127, 128623, 128827, 129296, 129276, 128618, 130688, 128422, 129137, 128052, 128045, 128966, 128245, 128574, 128905, 128762, 129068, 128489, 128627, 128325, 128631, 128333, 129161, 128053, 128507, 128183, 127921, 128091, 128421, 128814, 128909, 129047, 129420, 129019, 129116, 129333, 128806, 127906, 128602, 129262, 129180, 128968, 128092, 129365, 128582, 129097, 129306, 128362, 128076, 128201, 128694, 129235, 128109, 128841, 128738, 129231, 128418]"
128004,"[127946, 129238, 128263, 128252, 128960, 128035, 128513, 128413, 128091, 128721, 128817, 128181, 127949, 128587, 127983, 128600, 128466, 128758, 129211, 128162, 128604, 128752, 129135, 128964, 128049, 128633, 129077, 128414, 127852, 127923, 127976, 129057, 128542, 128493, 128874, 129001, 128926, 128037, 128421, 128397, 128047, 128706, 127929, 129362, 128247, 128928, 129302, 128673, 127957, 128629, 128627, 128394, 128667, 128631, 128378, 127873, 127885, 129279, 128851, 128036, 129127, 128660, 129107, 128380, 129231, 127952, 129178, 128324, 129268, 129155, 128905, 128407, 128013, 129269, 128457, 129270, 128330, 129408, 129140, 128676, 129091, 129399, 129296, 128620, 128502, 129146, 128526, 129106, 128052, 128626, 129068, 128335, 128522, 128298, 129161, 128750, 128860, 128618, 128389, 127884]"
128005,"[128422, 128062, 128373, 128750, 128969, 128951, 129090, 129420, 128230, 128065, 128696, 128910, 128839, 128796, 128124, 128909, 128293, 128059, 129035, 128916, 129003, 128905, 128995, 128191, 129395, 128974, 129345, 128324, 128919, 128495, 129212, 128330, 129151, 129262, 129079, 128407, 128572, 129017, 128198, 128315, 128759, 128354, 129107, 128420, 128186, 128033, 129018, 129299, 127950, 128812, 129026, 129166, 127926, 129136, 127988, 129175, 129078, 129045, 129126, 128244, 128483, 129093, 128155, 129319, 128513, 128885, 129377, 128468, 128791, 128717, 128436, 129296, 128119, 129251, 128345, 128276, 128233, 128633, 127955, 129385, 128253, 128459, 128632, 128760, 128100, 129386, 128975, 129076, 128662, 128573, 128999, 128050, 129265, 128556, 128020, 128385, 127979, 128981, 128714, 128082]"
128006,"[129381, 128290, 128651, 127925, 128691, 128429, 128815, 128872, 128405, 128089, 128121, 128274, 129354, 128192, 128031, 128746, 128129, 127941, 128918, 128170, 128535, 128439, 129173, 128866, 128482, 128110, 128767, 129349, 129888, 128685, 127854, 127918, 127883, 128708, 128741, 129403, 129331, 128140, 128225, 127870, 128165, 128483, 128615, 129229, 128178, 127968, 128497, 128636, 128275, 128415, 128518, 129205, 129417, 129164, 128757, 129350, 127977, 128635, 129004, 128112, 128538, 129011, 129340, 128103, 128596, 128785, 128877, 127978, 129067, 128399, 128393, 129186, 129046, 128148, 128371, 128019, 128534, 129118, 129042, 128101, 128904, 128434, 129363, 128365, 128481, 127945, 128460, 129317, 129345, 128936, 128594, 128778, 128556, 128807, 128878, 128563, 128086, 127937, 128449, 128360]"
