aid	deepl_title
122483	Dschungelcamp: The finalists are determined
122484	Allocation of positions in Cologne to become more transparent
122485	Environmental associations: Hambach Forest is saved
122486	Teen run over by train - police arrest suspects
122487	Deaths and injuries in snow and slippery roads
122488	Pussy Riot: Putin wages invisible war against the people
122489	The crowning finale in Australia: Djokovic against Nadal
122490	Cologne police take action against rockers again
122491	Outing on the job is still difficult for many employees
122492	"DIW head: ""We must move away from alarmism""."
122493	"""Carnival has never been as Cologne as it is at the moment""."
122494	28-year-old man saves himself from fire and is seriously injured
122495	Mobility concept starts - clear the way for cyclists
122496	The phone booth says goodbye quietly
122497	24-year-old seriously injured in accident in Hennef
122499	"Pope on abuse: Churchmen are ""unscrupulous"" too"
122500	French composer Michel Legrand dead at 86
122501	Nurse for the elderly trumps the stars with hits
122502	Alligatoah cancels concert in Cologne
122503	IPC moves - Sridharan is delighted
122504	Photo exhibition in Bensberg opens on Sunday
122505	"On the trail of the ""art"" of the miners"
122506	Almost 12 million watched Germany's handball World Cup exit
122507	Artificial turf field is coming - controversial debate about tartan track for athletes
122508	Chiwetel Ejiofor directs best-selling film adaptation
122510	Dardai: Handballer with commitment as Hertha role model
122511	"Hugh Jackman: ""We are all connected""."
122512	These are the decisions of the coal commission
122513	Children save pregnant rabbit from cold death
122515	Landestheater Schleswig-Holstein gets artistic director
122516	Gaetana and Alessandro Favella have been married for 65 years
122517	Herning instead of Copenhagen: Final in the Danish province
122518	Pussy Riot activist: Putin wages war against the people
122519	The coal compromise is a masterpiece
122520	Brussels art fair on course for success
122521	Naomi Osaka wins Australian Open
122522	Former DHM President Alexander Koch dead
122523	Commissioner: Conflict over Hambach Forest defused
122524	NordLB receives joint offer from two financial investors
122525	Liquorice ice cream, vegan fruit sorbets and warm sandwiches
122526	"Why ""The Pact"" is unfortunately not worth it on Sunday"
122527	British museum excludes return of Acropolis marble
122528	Hundreds of thousands of new applications for retirement at 63
122529	Roland Emmerich: Cinema will change
122530	Working group: Already four deaths from cold in NRW
122531	Rhenish lignite mining region faces enormous task
122532	Düsseldorf beckons club record - RB lacks offensive players
122533	Venezuela: EU states set Maduro 8-day deadline for elections
122534	Seven dead - Four Germans among the victims
122535	These are the trends at the Cologne confectionery fair
122537	BVB again with captain Reus against Hannover - Alcácer substitute
122538	Breitenreiter moderate again after criticism
122539	Cellar is damp - do landlords have to fix the problem?
122541	Swede Wendt record foreigner at Borussia Mönchengladbach
122542	Kassel considers bicycle referendum inadmissible: own proposals
122543	Seven people die in air accident - Four Germans dead
122544	Still chances for closed Cologne emergency practices
122545	Bentley Baxter track shocks SC Fortuna Cologne
122546	Dive computer exploded
122547	Places in kindergartens are allocated centrally
122548	The art of fair distribution
122549	BVB consolidates lead in table - first treble for Bosz
122550	Thanks to Kramaric: Hoffenheim's winless streak ends in Freiburg
122551	Germany's new mission is bronze
122552	"U.S. Welcomes ""Significant Progress"" in Talks with Taliban"
122553	Easy in the cup: Manchester City wins against Burnley
122554	Italy blocks Sea-Watch - UN increases pressure
122555	"Nuremberg laments video evidence and setback - ""Hurts very much"""
122557	Havertz dominates the midfield - Aranguiz indispensable
122558	Breitenreiter in Hannover before the out - BVB with record balance
122559	The first victory of the new Bayer system
122560	ALBA Berlin surprisingly loses in Göttingen
122561	Momentum 2:2 - Frankfurt on Champions League place
122562	Anti-Brexit protests on the Northern Ireland border
122563	Breitenreiter facing exit from Hannover: BVB on course
122564	Schweighöfer announces separation from longtime girlfriend
122565	Matthias Schweighöfer announces separation from girlfriend Ani
122566	Northern Irish protest against Brexit
122567	"RWE criticizes 2038 phase-out date as ""clearly too early"""
122568	"Tied up doll floats as ""floater"" in the canal"
122569	"""Bild"": Hudson-Odoi asks Chelsea for release"
122571	Evelyn Burdecki wins RTL jungle show
122572	Lars Eidinger likes to paint his nails
122574	The World Cup grades of the German handball players
122575	Joachim Kügler was a prosecutor at the Holocaust trials
122576	Russia remembers victims of Leningrad blockade
122577	Australian Open winner Osaka impresses former WTA stars
122578	The Levexit considered - The conclusion
122579	Passers-by save 20-year-old at the last second
122580	A deserving winner and a station that does everything right
122581	"""There is no such thing as a hundred percent removal""."
122582	Why tattoos are no longer really cool today
122583	27 killed by explosions at Catholic church service
122584	Funkel as a player: Kassler and sauerkraut before the game
122585	Vattenfall wants to remain an energy producer in Germany
122586	Day care reopens after storm damage
122587	Neighborhood architect helps to beautify premises
122588	Heppendorfer lived a month on barely inhabited pilot island
122589	"Earlier refurbishment of Brühl castle terrace carried out ""inadequately"
122591	Kerpener looks for new grandparents for her three children
122592	Celebrations not allowed in the Gewerbeprk Colonia
122594	"Heiner Brand: German coach Prokop ""very confident"" at World Cup"
122595	"Breitenreiter facing exit - Heldt: ""First discuss internally""."
122596	Young car thief finds amazing excuse
122597	"""It's done"": What the coal phase-out means by 2038"
122598	"FCA coach Baum shows nerves - ""Curve goes down"" -"
122599	Government rail commissioner calls for higher rail fares
122600	Study: Germans spend billions on coffee
122601	Oscar Wendt: Swedish perennial runner with goal-scoring instinct
122602	Germany loses bronze in the last second
122603	Gummersbach artwork opens branch in Munich
122604	Caiuby wants to leave Augsburg
122605	Hall with rental garages in Kerpen-Türnich on fire
122606	This is the woman Trump should be afraid of
122607	Continental CEO: Data traffic in cars must be secure
122608	"Eintracht Frankfurt's ""herd of buffalo"" hits and hits"
122609	Nowitzki to accept invitation to NBA all-star weekend
122610	Café Royal Cupcakes opens new in Ehrenfeld
122611	Coach Bosz uses Bayer's offensive power
122612	FC Bayern reportedly forward with new offer for Hudson-Odoi
122613	"T.C. Boyle: ""We thought we invented sex"""
122614	96 waives phase-out
122615	Captain without crown: Gensheimer again without major title
122616	Parking spaces on Clever Street to disappear
122617	David Howman: Testing methods are outdated
122618	Already four deaths from cold in NRW - homeless people particularly at risk
122619	Armin Laschet and the monstrous images of horror
122620	Novak Djokovic wins Australian Open for the seventh time
122622	"""Kissed by happiness"": Achim Reichel turns 75"
122623	Julian Nagelsmann's move to desired farewell
122624	"""Whatstabook"": Facebook wants to link chat services"
122625	Prince Philip apologizes to accident victims
122626	Wolfsburg's William causes another penalty kick
122627	Wuppertal suspension railroad faces longest standstill in its history
122628	Thousands of people come to the funeral of little Julen
122629	Augsburg professional sharply attacks coach Baum
122630	More than one million euros in retirement pay per year for Zetsche
122631	More than 1900 swimmers get into the Danube
122632	A special sporting challenge
122633	"Little Julen: Victim of the Spanish ""moonshine holes"
122634	Rudi Völler talks about leaving - Havertz stays
122635	Proverbs for the 19th matchday of the German Football League
122636	Eleven figures for the 19th matchday of the German Soccer League
122637	Neil Young: The Woodstock lifestyle no longer exists
122638	Scrap dealer relocation to Godorf arouses mistrust
122639	Investor wants to build 500 residential units in the protected area
122640	67-year-old dies after traffic accident in Bonn
122642	Thomas Doll returns to Bundesliga after more than ten years
122643	Citizens defend themselves against planned mushroom farm in Satzvey
122644	"""Miss Saigon"" entertains at the highest level"
122645	What the coal decision means for our region
122646	AfD loses lawsuit against Frauke Petry
122647	Zetsche could receive 4250 euros pension - per day
122648	"""Dilettantes without end, who do not know their own rules""."
122649	This boss lends his luxury car to employees
122650	Winnetou wig sold at auction for 1400 euros
122651	Anonymous flyer in Neubrück causes guesswork
122653	27-year-old looted tens of thousands of euros with accomplices
122655	Cologne man sentenced to fine for insulting someone
122656	Tiffels shoots Kölner Haie to victory in Iserlohn
122657	How Rochus Square is to become the village center
122658	1800 Jecke rock the marquee in Lindlar for six hours
122659	Czichos and Sobiech back in training
122660	250 bargain hunters lured to Wipperfürth
122661	Kunstbahnhof Wipperfürth celebrates its tenth birthday
122662	52-year-old man trapped in his car after accident
122663	Rudi Völler makes clear announcement: Kai Havertz stays
122665	"""The Pact"" is not a thriller, but degenerates into a sorrowful drama"
122666	Rail commissioner calls for more expensive train tickets
122667	Search for missing footballer Sala runs again
122668	Around 2,000 interested people gathered information in Gummersbach
122670	Paralympics star Kirsten Bruhn spoke with Derschlager students
122671	Shed and car burned out
122672	"""Beer Royal"": When powerful brewing families fight over inheritance"
122674	Lies as snapped - photographic art from the Rhineland
122675	Sleeping neighbor murdered: 47-year-old man in court
122677	Jecke things for Zoch and meeting
122678	New tenant is sought
122679	In the past there was only choir or cinema
122680	Conservative Circle in the Bergisch CDU
122681	Plaques of honor en masse
122682	No longer green behind the ears, but on the cake
122684	Real life takes place in the mirror
122685	Departure with Mahler
122686	"""Vf bgrtbtb yt w. T"" - Laschet tweet causes amusement"
122687	1. FC Köln sees itself with good cards in the negotiation poker
122688	New tenant sought for Schloss-Restaurant Morsbroich
122689	Region has mixed reaction to coal commission's recommendations
122690	Construction measures are delayed or become considerably more expensive
122691	How many cups of coffee a day is too much?
122692	EU ministers discuss the future of agriculture
122693	Bavarians win and sound combative
122694	"Doll starts at Hannover - ""Knows what makes the players tick""."
122695	NRW-CDU determines its European candidates in Siegburg
122696	Euskirchen invests millions in Stettiner Straße school center
122697	Fire department extinguishes cellar fire at Karl-Berbuer-Platz
122698	Civil rights lawyer Wang sentenced to prison
122699	Unknown persons try to blow up ATM machine
122700	Refugee numbers in Cologne on the rise again
122701	Helpers pull nine injured from the rubble
122702	More than 60 young musicians competed in the regional competition
122703	Russian discounter takes off in Germany
122704	Fourth buried person rescued in The Hague after gas explosion
122705	Thick air at the health bazaar
122706	Maduro and Guaidó court support of the military
122707	After takeover by Chinese: Biotest creates 300 new jobs
122708	German diesels are in high demand in the east
122709	Cologne fire stations are becoming more and more expensive
122711	Change of operator in Overath canteen has astonishing consequences
122712	Euskirchen SPD criticizes personnel at Rhineland Metropolitan Region
122713	Dam in Eischeider valley opened with excavator
122715	Many old diesels from Germany end up in the East
122716	Three men arrested in Wuppertal after robbery
122718	Police pull almost 80 drunk truck drivers out of traffic
122719	Uwe Pakendorf wins almost 90 percent of the vote
122720	Wedding fair in Bad Münstereifel presents trends for brides
122721	58 dead found after mudslide - Over 300 still missing
122722	Eva Padberg has had her first child
122723	Antje Grothus: People must stay in Hambach Forest
122724	Police pull dozens of drunk truck drivers out of traffic
122725	Coal phase-out: German government pledges constructive review
122726	Bluetongue: associations advise vaccination
122728	Art in Gaza: Origami style book pages
122729	British literary prize loses million-dollar sponsor
122731	Number of trauma disorders among soldiers remains high
122732	Overather hit star Peter Orloff becomes third in the jungle camp
122733	Moscow: painting stolen in front of security guards
122734	NRW-CDU elects list of candidates for the European elections
122736	Sievers-Flägel looks back and forward
122737	Donald Trump doubts his wall
122738	Are employees allowed to drink alcohol during their lunch break?
122739	Kerber sixth in the world rankings - Zverev now third
122740	Glenn Close clears film award again
122741	Football superstar Brady: 'zero' chance of retirement
122742	Pilot test of RB25 with ghost stop in Overath starts
122743	Tiffert leaves Erzgebirge Aue - Offer from Halle
122744	Gina-Lisa Lohfink has to cancel appointments
122746	Three people and 172 seriously injured in Cuba
122747	"Audience of Millions at Devid Striesow's ""Tatort"" Farewell"
122748	This is how the commission members from Rhein-Erft assess the compromise
122749	Sketches taken from Gerhard Richter's scrap paper: Process
122750	Attempted detonation of an ATM: Perpetrators flee
122751	This is how the opening of the Berlinale 2019 goes
122752	Federal government plans first harvest of medical cannabis in 2020
122753	What buyers of British car brands need to know
122754	Pay when the doctor comes
122756	Organizations complain about shortage of skilled workers in rescue services
122757	Ship collision on the Rhine - 2000 liters of gas oil spilled
122758	Helene Fielenbach from Engelskirchen celebrates 100th birthday
122759	Trump's momentous defeat in duel with Pelosi
122760	Before approaching train: man helps 65-year-old woman out of car
122761	"Police confiscate ""Hitler pictures"" from Cologne family collection"
122762	Bittencourt dreams of national team
122763	Dog kills Trevor, probably the loneliest duck in the world
122764	All-rounder Jacobsen: Hardly any vacation after World Cup triumph
122765	Man brings female motorist to safety from train
122766	Sketches taken from Gerhard Richter's scrap paper
122767	MSV Duisburg aims to end dry spell with success in Bochum
122768	Alstom makes more concessions in train merger with Siemens
122769	15-year-old student hit by minibus and seriously injured
122770	"Gina-Lisa Lohfink ill with ""severe pneumonia"
122771	Three people die in collision on federal highway
122772	This is how the Oscar Gala 2019 goes
122774	Gaby Köster blasphemes about Heidi Klum
122775	Cellar flooded in Windthorststraße
122776	Freida Pinto no longer wants to work with Woody Allen
122777	Olympic champion Michelle Gisin misses the World Ski Championships
122778	Younes considering winter transfer - move to Stuttgart?
122780	Sports facility in Kürten is now only open for schools and clubs
122781	Exuberant session despite loss of spectators
122782	Accident after sex at the wheel
122783	Parish church St. Margareta in Mechernich gets a new roof
122784	Wolfgang Göddertz honored posthumously with prize
122785	"Hunting & Dog"" trade fair: Digital helpers in traditional industry"
122786	Schleiden THW had numerous operations
122787	What Ferstl's Streif victory means for the World Cup
122788	Robber breaks 62-year-old woman's nose bone
122789	Snow causes traffic jams and accidents
122790	"""Chaos on the Net"" gets off to a flying start"
122791	Favorites ahead, but not through
122792	6 novelties for the next game night
122793	Young man threatens injured man from Brühl
122794	Air traffic in Germany growing faster and faster
122795	"Trapped: Kosky stages ""La Bohème"" in Berlin"
122796	Sensational find in a field near Rheinbach
122797	Cocaine and 300 000 euros cash: Arrest in Dortmund
122800	Starting signal for the Helios schools in Ehrenfeld
122802	Film museum wants to become more visible
122803	New roles in carnival - three Cologne residents take initial stock
122804	Garage fire: Two seriously injured and high property damage
122806	SPD demands 660 euros minimum wage for trainees
122807	"""Bild"" and ""Sport Bild"": Lehmann becomes co-coach at Augsburg"
122808	No engines: Production stop at Audi in Ingolstadt
122809	Senior woman hit by car and seriously injured
122810	After coal compromise stop of resettlements demanded
122811	Coincidence and trickery: Stolen double bass returned to musician
122812	Fish selling cutter sinks in Stralsund
122813	70 kilometers border fence between Germany and Denmark
122816	"DOSB head Hörmann attacks WADA: ""Clean up the mess""."
122817	Regional express now runs from NRW directly to Maastricht
122818	"""Yellow vests"" and ""red scarves"" demonstrate in Paris"
122819	Referee insult: DFB investigates against coach Baum
122820	"Carnival makeup and contact lenses in the ""Kryolan""."
122821	Motorist hit by truck at intersection
122822	Bielefeld signs BVB defender Amos Pieper
122823	Hertha's Lustenberger moves to Young Boys Bern in summer
122824	Host family car stolen and battered
122825	Lena Meyer-Landrut scolds violently against law for blood donation
122826	Two men get into a violent quarrel
122827	Cologne police stop tour buses for school trip
122828	Red panda escaped from zoo - search via Facebook
122829	This is the deadliest lake in the world
122830	Man succumbs to life-threatening injuries after collision
122831	Relegation candidates welcome in chaos
122832	Neymar expected to be out for three months
122833	Why parents sometimes only manage the bare minimum
122835	Trial of Gerhard Richter adjourned
122836	Shoplifter threatens with alleged AIDS syringe
122837	This is how the federal government wants to improve Bafög
122838	People in opencast mining area divided over coal compromise
122839	"The ""Samurai Kids"" prepare for life"
122840	Cologne Sharks still looking for balance
122841	Access to the Dionysus mosaic remains despite reconstruction
122842	Murdered own daughter in revenge: Mother testifies
122844	KFC Uerdingen dismisses coach Stefan Krämer
122845	Couple have sex in car and crash
122846	Winter onset within a few hours
122847	Werder defender Caldirola before move to Italy
122849	Fear of swine fever: Denmark starts construction of a fence
122850	Pope Francis maintains celibacy - exceptions possible
122851	Female driver partly to blame for fatal accident in Cologne
122852	Eugebau builds 32 apartments
122853	Asia Cup: Japan in final thanks to Osako brace
122854	2000 liters of oil in the Rhine: port entrances closed
122855	Schalke reportedly pays 13 million for Matondo to Man City
122856	Burglar stands next to the bed of a couple
122857	Police arrest young man in shisha bar
122858	Atlético Madrid brings Alvaro Morata from Chelsea FC
122859	Ex-Starbucks boss wants to become US president
122860	Bremen Literature Prize for Arno Geiger
122862	Tesco cuts up to 9000 jobs
122863	Higher rail fares: Ministry of Transport catches advance
122864	Shared chief post is not for alpha dogs
122865	Milli Görüs withdraws complaint against Volker Beck
122866	Report: No winter switch of Hudson-Odoi to FC Bayern
122867	Rude jokes and beautiful dances at the Morsbach men's session
122868	Geis and Meier the most popular winter additions
122869	Four-way fight for Bundesliga promotion expected
122870	Children did not suspect the tragedy in the Bensberg home
122872	Procrastination pays off - the backup only gets more expensive
122873	Lindlar student Niklas presents his invention
122874	What is still being argued about after the coal decision
122875	Once again a person dies in well shaft
122876	Eintracht president Fischer warns against high expectations
122877	"""We Work"" offers office space for freelancers"
122878	FC Augsburg releases Caiuby
122879	Pill to be paid for up to the age of 22 in future
122880	Venezuela Allows Parallel Exchange Rate System
122881	Several daycare centers in NRW could remain closed on Tuesday
122882	Church resignations in NRW up by one-fifth
122883	Doctors should be allowed to inform about abortions
122884	Freiburg's Kammerbauer goes on loan to Holstein Kiel
122885	Airports reach capacity limits
122886	Snow and black ice lead to 16 accidents
122887	Former world champion Inzaghi dismissed as coach of Bologna
122888	Manufacturer recalls these popular sausages from Rewe and Penny
122889	Man aims laser pointer at police helicopter
122890	Kovac puts a stop to Sanches' move to PSG
122891	World Cup semi-final: Hens relies on Hamburg fans
122892	Zuckerberg: We do not sell user data
122893	Right before left disregarded: Freighter collides off the island of Rügen
122894	Will the next Bond film be shot in Norway?
122895	"Kovac warns ""branded"" Bayern - lull BVB with praise"
122896	Club boss Kind leaves Breitenreiter's future open
122897	Healthy growing up for all!
122898	Bietigheim signs national player Berger
122899	Hannover can use midfielder Walace again
122900	Kaufhof refurbishment will cost around 2,600 jobs
122901	Online petition against R. Kelly concerts
122902	Golden World Cup start for German lugers - Loch only second
122903	KFC can play against Würzburg in Duisburg Arena after all
122904	Four mobile communications companies enter the race for 5G frequencies
122905	DFB sets international match venues for 2019
122906	Management consultant causes excitement in a round of men
122907	Seniors gamble - computer games make pensioners a net hit
122908	USA demands extradition of Huawei manager from Canada
122909	"Fir tree goes up in flames ""explosively"
122911	Mini heroes wanted
122912	Unpleasant loss of control
122913	WGL builds in the countryside on the outskirts of the city
122914	Mevlüde Genc rejects award and causes an éclat
122915	The Bergisch Gladbach house of worship remains a monument
122916	Environmentalists want to save villages
122917	Hochwald project is in the starting blocks - construction will start in spring
122920	Millions of condoms too many - scandal about data sloppiness
122921	Dubai awards gender prize - and only men get it
122922	USA files charges against Huawei
122923	What Oberberger needs to know for May 26
122924	Car slides on snow into oncoming traffic in Lindlar
122925	18-year-old crashes car into wall while fleeing from police
122926	Demand for curb grids and lamps
122927	Heavy lightness
122928	Green arrows should make it easier for cyclists in Cologne
122929	Trump is cold, so he's for global warming
122930	Eitorfer clinic recruits foreign nurses
122931	The planned route does not progress
122932	Wiesdorf needs tonic pills
122933	Apple shuts down group calls because they can be overheard
122934	Trees in playgrounds and cemeteries are examined
122935	Manheim-Alt can no longer be saved after the coal compromise
122937	Trump's adviser triggers speculation with memo
122938	Five arrested for attack on Christmas market
122939	Oprah Winfrey is one of the most powerful women in the world
122941	Warehouse caught fire - carnival club affected
122942	The shrinkage is no longer quite so great
122943	Schoolchildren hit by car in Nümbrecht
122944	John Travolta presents himself in a new look
122945	Max Kruse before the return to Gladbach?
122946	Platoon leader Dieper gives up his office - ex-prince takes over
122947	Sea-Watch appeals to human rights court
122948	Two new professionals for SC Fortuna Köln
122949	"SEK storms clubhouse of ""bachelor club"" - weapons seized"
122950	"The ""Dude"" does advertising - but not for his favorite drink"
122951	Work on the platform finally finished
122952	Schumachers post rare family photo
122953	Germany remains a cash country
122954	Tennis ace Andy Murray hip surgery
122955	5700 season tickets sold - record
122956	These celebrities came to the Lambertz chocolate party
122957	Trump vs. the NFL: Three theses in a fact check
122958	Newspaper: Gladbach thinks about Kruse return
122959	Cleaning lady stuck in elevator of billionaire's house for days
122960	"Veh sees Modeste transfer as ""investment in the future""."
122961	Sculptor van Rijssen creates sculptures in Gogarten
122962	Gambling senior clique becomes a hit on the net
122963	Police comb four jewelry stores in Cologne Eigelstein
122964	Bayern striker Wagner before move to China
122965	Witt: German system does not form world-class figure skaters
122966	How to get to my desired room in the hotel
122967	Are the recommendations of booking portals reliable?
122968	"""""I want a helicopter that flies"""""""
122969	High damage due to fire in agricultural business
122970	So much for the best price - guests often pay more with booking portals
122972	Deutsche Bahn breaks sales record in long-distance transport
122973	"""Rents in Gladbach are not falling, on the contrary""."
122974	Worker injured at Leverkusen Rhine bridge
122975	Thief puts Playstation on vegetable scales - and pays 9.29 euros
122976	Mud protest against mining company after dam burst
122977	Ten-tener aerial bomb found in Düsseldorf
122978	Number of sexism incidents in the army increases significantly
122979	Referee legend Walter Eschweiler visits Kerpen
122980	FC coach Anfang no longer counts on Modeste
122981	Elsdorf man killed his neighbor with 24 stab wounds in bed
122982	Henriette Reker has these plans for 2019
122983	Many professional ice hockey players support KEC captain Moritz Müller
122984	How Cologne is fighting Airbnb
122985	Here Google shows you how to recognize a scam email
122986	When stepparents and children do not find each other
122987	Protest against medals for Andreas Gabalier
122988	Backpack knocked out of hand from platform
122990	42-year-old goes at man with knife in Bedburg
122991	One in three already pays with their cell phone
122992	Backyard Band was discovered by Toten Hose drummer
122994	"Carnival club: ""All events will take place""."
122996	Family man hit girlfriend during probation
122997	Firefighter rabble rousing and beating on party boat
122998	Civilian investigators arrest car burglar in Cologne-Mülheim
123001	Hanover really a pioneer? How other cities deal with it
123002	Think tank for a village with its own mentality
123003	Cruelty to animals to become a serious criminal offense
123004	Bavarian elementary schools consider toilets for third gender
123005	More and more cuddly toys go on a world tour - without their owners
123006	FC applies for permission to play for Anthony Modeste
123007	Readers from all over Germany donate 2000 euros for Balu and Kitty
123008	Flamme furniture store in Cologne-Poll closes
123009	Great sympathy at funeral service for Wolfgang Orth
123011	Police arrest two engineers from TÜV Süd
123012	Liefers takes a swipe at the tabloid press on Instagram
123013	Several Cologne rescued from house - Second operation in side street
123014	Ferchau strengthens position in shipbuilding with acquisition
123015	Dud detonated in Troisdorf
123016	14 miners missing in Polish copper mine
123017	First place for optimizing exhaust gas distribution
123018	Trial for arson in refugee home temporarily abandoned
123019	This is the children's puppet show at the Hänneschen Theater
123020	Draumnaach Orchestra plays Cologne songs
123022	Wipperfürther Fundgrube does business for a good cause
123023	Chapel café to be established at the Western Cemetery
123024	"Former winter school becomes part of ""2T"" as a seminar hotel"
123025	Bayer 04 leads the Bundesliga's kilometer statistics
123026	State government doubles the premium for companies
123027	Psychological support for police officers
123028	Department heads can no longer duck away
123029	67-year-old gardener surprisingly confesses to eight murders
123031	Dog Jimmy disappears without a trace from garden in Dieringhausen
123032	A question of risk
123033	Family with baby saves itself from fire on balcony
123034	European Medicines Agency has left London
123035	Walker discovers fresh grave with cross
123038	Resister or follower?
123039	Memories should be a warning
123040	Solved at the end of an era
123041	First experiences with the singing voice
123042	Nuremberg International Toy Fair opens for trade visitors
123043	Zülpich grows strongly - Laga was the quantum leap
123044	Grand staircase on Schloßstraße in Bensberg to become significantly more expensive
123045	Criticism of plans for new industrial estate in Frechen
123046	These changes are coming to consumers in February 2019
123047	A3 tunnel would only be for a minority
123048	Student falls to death while searching for cell phone signal
123049	Construction work on rail overpass in Troisdorf delayed again
123050	More and more police officers attacked and insulted
123051	Heidi Mahler celebrates birthday with Peter Millowitsch
123052	White stone prepares for rush of visitors
123053	Quarterback, touchdown, sack: The most important technical terms
123054	"Vollmer on success coach Belichick: Can ""make jokes, too"""
123055	Two men allegedly abused 23 children at campsite
123056	"""This guy is a criminal""."
123057	Those who donate their kidney must be better informed
123058	Guaidó not allowed to leave Venezuela
123059	Start-up from Gummersbach makes millions with baths
123060	Brochure lists all percentages - from pizza to museums
123061	NRW Interior Minister warns squatters in Hambach Forest
123062	Death toll from flight from Libya almost tripled
123064	Elementary schools plan restrooms for third gender
123065	Restaurateurs in Rhine-Sieg retrofit their terraces to make them frost-proof
123066	When the bus passes through hand almost empty
123067	Every third unemployed person lacks money for full meals
123068	Cologne man stabs 29-year-old woman with knife
123069	Animal names are becoming more and more similar to children's names
123070	GfK: Germans in undeterred buying mood
123071	Politicians call for significant improvements in rail
123072	Mobility has top priority in Burscheid
123074	A plan against climate change - protection against weather extremes
123076	EU rules out new Brexit negotiations
123077	Popular traffic police officer Peter Tolksdorf retires
123078	Dance, theater, circus: Ruhr Festival presents program
123080	Stars and starlets celebrate at the German Film Ball
123081	AC Milan and Napoli separate goalless
123082	Three Iraqis arrested on suspicion of terrorism
123083	Three men arrested on suspicion of terrorism
123084	Transfer of Bayern professional Wagner to China perfect
123085	Gwyneth Paltrow sued for millions in compensation
123086	Céline Dion emphasizes her single status
123087	Ski racer Luitz appeals to CAS
123088	Jussie Smollett becomes victim of beating attack
123089	Too little presence: professional ice hockey players criticize television
123090	Being a slouch is anything but cool
123091	Church departures jumped in 2018
123092	"""In 15 years, Cologne may have no bars left""."
123093	Third crisis meeting should finally bring results
123094	Neureuther to decide giant slalom on Thursday
123096	Apple braces for weaker iPhone sales
123097	Pedestrian seriously injured in Frechen
123098	Prostitute from Cologne dies as a result of brutal abuse
123099	Siemens off to a mixed start in the new fiscal year
123101	"""You should have listened to the city""."
123102	Authorities inform about sexual abuse of children
123104	E-scooters allowed again on Cologne's KVB trains
123105	Sliding cars cause fender benders
123106	Bosch prepares for a difficult 2019
123107	From carnival club to transfer club: Mainz makes itself
123108	Gwyneth Paltrow sued for three million dollars
123109	Malu Dreyer guest at 100th anniversary celebration of Hennef SPD
123110	Milad Kakone makes the leap to master hairdresser
123111	Men murder a mother and her four children
123113	"Nurse describes Högel as ""resuscitation-hungry"""
123114	"Hasenhüttl still struggling with ""limited English vocabulary"""
123115	Outrageous ignorance of the TV stations
123116	Project from Richrath to City C postponed
123117	Sale of cigarettes and tobacco with flavoring remains prohibited
123118	Attraction in Zülpicher Seepark costs 650,000 euros - opening in spring
123119	Tenant confesses to 21 counts of attempted murder
123120	Christina Aguilera gets show in Las Vegas
123123	Free admission to the Humboldt Forum under discussion
123124	Baba moves from FC Schalke to Reims
123125	Sex toys in the test - many are full of harmful substances
123126	Céline Dion defends herself against criticism
123127	Multiple shoplifter in custody
123128	"""Die Geininger"" from Waldbröl play Oberkrainer style"
123129	Lückenkemper on her departure from Leverkusen
123131	Defendant rejects discontinuation
123132	Agreement reached on Sea Watch refugees
123133	School satchels in the test - every second one is defective
123134	Arsenal with special gesture for missing Sala
123135	Police confiscate car from unconvincing 90-year-old man
123137	Serhou Guirassy moves from FC to SC Amiens
123138	"Agreement in the dispute over ""Hitler Mill"
123139	Three injured in 16 accidents in Rhein-Erft - cars collide
123140	Number 150 often gets stuck
123141	Felling on Königsberger Straße
123142	Drunk cyclist unconscious after fall in Hilgen
123143	New bus shelter for the bus stop in Herscheid
123144	Explosion triggered fire
123145	Federal President Steinmeier stuck in Ethiopia
123147	Diapers stolen from truck in Euskirchen again
123148	The state must guarantee that everyone has the necessities
123149	PSG must do without Neymar for up to ten weeks
123150	DJ Paul van Dyk collects millions in damages
123151	Cologne court to hear further witnesses
123153	Prosecutor demands one year in prison for senior construction manager
123154	Lubitsch daughter: My father would make film about Trump
123155	1. FC Nuremberg gets Ilicevic
123156	Media: FC Schalke 04 signs Matondo
123157	Bochum board member Kaenzig: 2nd league must remain close to the people
123159	Florence Kasumba: As a woman you don't have to be so and so
123160	REIKU Ltd.
123161	FCK wants to go one better in Münster: Goal-scorer Thiele confident
123162	Peter Jackson releases new Beatles film
123163	What an unregulated Brexit means for German consumers
123164	Queiroz wants to stay in Iran and wait for salary
123165	"""We want to awaken interest in home""."
123167	Restrictions at the airport - from Friday it will be warmer
123168	Hair conditioners in test - good care, harmful ingredients
123169	Qatar counters shoe-throwers: title chance despite boycott
123171	Fatih Akin: St. Pauli is the last bastion of a subculture
123172	Christoph Waltz is not afraid of sensors in the body
123173	Ehrenfeld senior citizen throws money out of window several times
123175	Police catch two wanted rockers - 5.4 kilos of marijuana found
123176	Of fake calls, secrets and violence
123177	Bundesliga transfer market picks up speed late
123179	Muslim woman sues against headscarf ban on the job - ECJ to decide
123180	Leverkusen policewomen attacked in Cologne-Kalk
123182	Coach Kovac has no good memories of the Bay Arena
123183	St. Pauli loan Hoogma from 1899 Hoffenheim
123184	"""Cicero"" ranking: Sloterdijk most important intellectual"
