aid	deepl_title
131109	Police stop illegal race in downtown
131112	Annette Frier would allow children demo participation
131115	Felix Magath makes for a laugh with a quirky appearance
131116	"""In Cologne schools, ""You Jew"" is used as a swear word""."
131119	Solution for bicycle jungle at Cologne high schools in sight
131120	NRW forests still too dry despite rain
131121	Podolski celebrates first goal of the season - ex-FC colleague equalizes
131122	One in nine schools in NRW without a head teacher
131123	Hydrogen leaked at Praxiar
131124	"KVB stop ""Äußere Kanalstraße"" to be renamed"
131125	Children to help plan playground in Johannes-Giesberts Park
131126	Mobile home in Dieringhausen burns out completely
131127	76 ongoing EU proceedings against Germany
131128	Drunk passenger attacks train driver with fire extinguisher
131129	18-year-old walks on highway and injures police officers
131130	Thousands of students try out apprenticeships
131131	Youth celebrated after egg attack on right-wing senator
131132	Homeless activists reach agreement with city in Dellbrück
131134	Alexander Brändle on the location and prospects of the UAS
131135	Werder Bremen wins 3:1 in Leverkusen
131136	Arte documentary highlights threat of antibiotic-resistant germs
131137	Homage to Joseph Marx - world premiere at the Junges Theater
131138	Anfang tests against SC Paderborn
131139	Work for a whole week
131140	Cologne residents donate 55,900 euros for new pub project
131141	Here's how school administrators respond to absenteeism
131142	Uncertain future for former Cologne broadcasting center
131143	Exhibition in Cologne shows the history of the People's Court
131144	Weak performance by Brandt, Wendell unsafe
131145	Doctors threaten warning strikes at more than 500 clinics
131146	Unknown spray victims in Chorweiler irritant gas in the face
131148	Graffitied VfR bus goes to the Africa Foundation of Dr. Berndt Otte
131149	Cologne author Sandra Roth reads from her new book on Tuesday
131151	Flight recorder data from crashed Boeings similar
131152	Bad news after the mud fight
131154	"""Abbamania"" thrills around 4500 spectators in the Lanxess Arena"
131155	DRK district manager retires
131156	Leverkusen professionals demonstrate how Bosz's system can fail
131157	New playoff hope for the Cologne Sharks
131158	"""Kölsch is the language in which I feel at home""."
131159	Fire devastates attic
131160	Goalkeeper Ospina collapses unconscious with head injury
131161	Double-cross plot pulled out by the hair
131162	Armando brings owner million
131164	Senior citizens allowed to participate in Cologne school board
131165	"Sahra Wagenknecht felt ""more and more burnt out"
131167	NRW social courts get reinforcement due to wave of lawsuits
131169	Kerber loses Indian Wells final to Andreescu
131171	A tsunami in slow motion
131172	Perseverance rewarded with medals
131173	"Nuremberg's slogans of perseverance: ""Keep on stepping on the gas""."
131174	Christiane Jäger is the first woman to head the SPD in Cologne
131175	Budget Ruppichteroth has only 4000 euros for voluntary
131176	Mother celebrates her daughter with Down syndrome in unusual post
131177	High time to get back to normal manners
131178	Leverkusen lags far behind in terms of charging options
131179	Hundreds of helpers clean up the Hürth city area
131180	Gladbach environmental committee must make a decision
131181	Tommy Engel with stage fright in the City-Forum in Euskirchen
131182	Personal words for great commitment
131184	Without a group win, Germany 2020 faces a tough group at the European Championship
131185	Sahra Wagenknecht shows herself vulnerable
131186	49-year-old man dies in accident on A3 - full closure lifted
131187	Oberberg libraries show other sides
131188	Sahra Wagenknecht talks about her illness
131189	Investor Kühne only believes in third place for HSV
131190	At 300 km/h from Berlin to Cologne
131191	"Schuster on the climate: ""It's definitely getting tougher""."
131192	This is how Zollstock has developed over the last 111 years
131194	"Neureuther: ""Very happy that the pressure is just off""."
131195	Ryanair plane triggers air emergency
131196	"Cologne's literary scene is an ""important antipole to Berlin"""
131198	42 percent of Germans in favor of zero premiums
131199	This is how the EURO 2020 works: A twelve-host tournament
131200	Marketplace in Cologne-Dellbrück to be redesigned
131201	Shirt numbers assigned to Müller, Boateng and Hummels
131203	"Rally for ""Equal Pay Day"" in Berlin"
131204	Power in the morning with apple cinnamon millet and hazelnuts
131205	In Lindlar-Hommerich, the Rodewies brothers manufacture files
131206	More and more underground glass containers in Troisdorf
131209	Folding creatures with great effect in Wiesdorf
131210	Guitarist Dick Dale dead at 81
131211	Route could be in place by the end of 2019
131212	Boy distributes savings of parents
131213	Lady Gaga is proud of her hairstylist
131214	Star director Luc Besson turns 60
131215	"""Captain Marvel"" continues to top the U.S. box office charts"
131216	"""King of the Surf Guitar"" Dick Dale died"
131217	Three teenagers die in discotheque
131218	Diane Kruger is proud of her toned belly
131219	"Klopp: Beckenbauer praise is ""like a knighthood""."
131220	May to hold another vote on her Brexit deal
131221	"Klinsmann: Situation around national team is ""a powder keg"
131223	Serbia's national coach sees great future for Jovic
131224	"""Fear was our companion, our home a prison""."
131226	Sweet flavors for e-cigarettes seduce teenagers
131227	"Kind doesn't want another change of coach: ""Pull it off"""
131228	Sixt doubles profit
131229	Injured Ginczek: Team training planned until end of March
131230	Affected Cologne residents tell of their forced evictions
131231	Numbers reassigned - Tah gets the 5 from Hummels
131232	15-year-old Rebecca from Berlin missing exactly one month
131233	German referee cancels derby - police use tear gas
131234	Defense lawyer doubts independence of the court
131235	Champions League games on weekends in the future?
131236	Suspect is arrested - motive still unclear
131237	Dispute over hospital costs: health insurers complain of incorrect billing
131238	That's what's behind the flying car above the rooftops of Cologne
131239	Ten-year-old cyclist slightly injured
131240	Chemnitz trial: defense casts doubt on judge
131241	Shots fired in streetcar - several injured in Utrecht
131242	Hanover-Bielefeld line: ICE route planned for speed of 300 km/h
131243	Bundesbank: Benefits of Cash Ceilings Questionable
131245	Lena Meyer-Landrut in portrait format
131247	Teenagers attacked and stolen in Eschborn
131248	Politicians show disappointment with Mesut Özil
131249	Why social media fails to delete the brutal video
131250	Organ pipes stolen from church
131251	After bloody feuds: Bandidos in Hagen dissolve
131252	In four hours by train from Berlin to Cologne
131253	Almost seven percent of imported goods in EU are counterfeit
131254	Volunteers work up the archive documents in the Odenthal town hall
131255	VW takes a crack at e-car promotion
131256	Women earned 22 percent less than men in NRW in 2018
131257	A glimpse into the future of the Werkself?
131258	Hashing and stabbing on the way to municipal reform
131259	From 1 April is an end to binge drinking at Ballermann
131260	Woman loses backpack with 10,000 euros cash in S11
131261	Liberals see coal phase-out as opportunity for Rhine-Erft district
131263	Another world star performs at the Roncalliplatz
131264	Mondorf ferry runs again from Tuesday
131265	FC Schalke 04 sets records for sales and net profit
131266	RE 1 and RE 5 do not stop in Leverkusen Mitte
131267	Leroy Sané presents himself in fur look
131268	Investigations against police officers discontinued
131269	Sané comes in 25,000 euro outfit - Löw missing due to surgery
131270	Alleged Summerjam rapist sentenced in Cologne
131271	Leroy Sané joins the DFB team in a quirky noble outfit
131272	Fortuna Köln's Maik Kegel out for around eight months
131273	Bavarian farmer sows huge marriage proposal
131274	Showman charged with involuntary manslaughter
131275	Dead whale has 40 kilograms of plastic in its belly
131276	Man with sharp firearm and fake ID arrested
131277	Hiking on the south bank of the Dhünn dam
131278	Federal police officers more strongly armed after Utrecht shooting
131279	Quick DFB comeback of Jonas Hector is improbable
131280	Loose stones at Drachenfels: barriers at access road
131281	"The app ""Intimarzt"" detects venereal diseases - completely anonymously"
131282	Truck tears off KVB overhead line on Luxemburger Straße
131283	Cologne chaplains send fire letter to Woelki
131284	Things must continue to look up - Sharks owe it to the public
131285	"Italy puzzles over death of ""Bunga Bunga"" witness"
131286	Two children try to steal tow truck from parking garage
131287	NRW government does not have a single pure electric car
131288	Thieves steal engine from boat of yacht club
131289	Remains of the building are in serious danger of collapse
131290	"Putin visits Crimea on the fifth anniversary of ""unification"""
131292	Police searched for the suspected shooter in NRW
131293	Organizers campaign in Cologne for high turnout in European elections
131294	Eicherhof Castle is always worth a visit
131295	Huge applause at the musical for the church mice
131297	Again five fifth classes in Eckenhagen
131299	Motion to applaud submitted to the municipal council
131300	Preparations for fiber optic cable underway
131302	Up to 1000 deaths feared from cyclone in Mozambique
131304	Callum Hudson-Odoi as reserve ahead of England debut
131305	"""Pug affair"": expert approves seizure and sale"
131306	"Broadcast of ""Team Wallraff"" should be prevented"
131307	Brewers strike for more money: no supply problem
131308	Utrecht: Initially further controls by the federal police
131311	Polar bear's first bath in the crowd
131313	No evidence of safe with messages from dead father
131314	Bundesrat decides on rules for driving bans: Hamburg examines
131315	Holstein Kiel maintains fifth place - damper for Union
131316	Househusband earns ridicule for having his wife's back
131317	Luegde: District informs about care relationship
131318	Cologne fans on trial for rioting in Düsseldorf
131319	Foundation as a sign of hope
131320	Include many opinions
131321	Toad protection fences installed
131322	"""Even the telephone book can be poetry""."
131325	Nature conservation restricts plans of 1. FC Köln
131326	"""Maria Theresa"" travels through the floodplain forest on the Sieg River"
131327	Masses of water flood campsite in the Eifel region
131328	Café prohibits children - this is the reasoning of the owner
131329	No extradition - Turkish prime suspect free for the time being
131330	The lights go out again in Leverkusen
131331	How digitization should simplify the process of going to the authorities
131332	"Klinsmann ""close"" to Löw again"
131334	5G mobile radio auction starts
131335	Lake Genkel sloshes thanks - loud roar
131336	Fire department tests new extinguishing technology with success
131337	Experts appalled by excessive zinc values
131338	A look into the studios of creative people from Opladen
131339	Organ pipes stolen from the Catholic church
131340	Dirk Nowitzki overtakes the great Wilt Chamberlain
131342	Brühl's mayor Freytag praises the new program
131343	What we know - and what we don't
131344	Christopher von Deylen only needs two more suitcases
131345	Nowitzki moves up in perpetual points leaderboard
131346	Association gives away 100 fruit trees in Cologne-Ehrenfeld
131347	On the way to old glory
131348	Unknown steal money from church and kindergarten
131349	"""Ehrenfeld inquired"" with Jochen Ott"
131350	"""I will remain loyal to the club for the rest of my life""."
131351	Shell to build its own power plant in Cologne-Godorf
131352	The Takufeld becomes a popular building site
131353	"For alumni, the new name is no more than a ""consolation plaster"""
131354	Tips at the potter
131355	The future of learning
131356	Five Cologne residents on trial for rioting in Düsseldorf
131357	Extent of damage to Cologne Cathedral still unclear
131358	Antibiotics research does not keep pace with the development of germs
131359	What you need to know about the 5G mobile auction
131360	Jerry Lee Lewis is doing better after stroke
131361	Why Ford is in such a severe crisis
131362	Huge clouds of smoke over Houston
131363	18-year-old man hits pedestrian - victim seriously injured
131364	Cuts in refugee aid: Laschet criticizes Scholz
131365	Liverpool pro Shaqiri missing Swiss national team
131367	Helicopter parents found daycare center in Nippes - with all the clichés
131368	Defusing successful - closures reopened
131369	Trump adviser and her husband clash over president's condition
131370	Get the RheinlandCard now and save!
131371	Festival turns Bauhaus into a school for creative people
131372	Number of employees has grown to 10,500
131373	Rhein-Sieg-Halle moves closer to Alleegymnasium
131374	Tafeln in the district of Euskirchen urgently need new drivers
131375	Guardrail to solve problems with dangerous shortcut
131376	Asparagus harvest in the Rhine-Erft district has begun
131377	Passionate princess fought for her childhood dream in Leverkusen
131378	Boeing CEO Muilenburg appeals to passengers for confidence
131379	Fire department rescues cattle from slurry pit
131380	"Florian Hambüchen sees himself as a ""dancing bear"
131381	Swim like mermaid Arielle
131382	Why the coral reef off Italy is unique
131383	Thin-skinned to tough - All about bicycle tires
131384	"Thousands of babies born with disabilities due to ""passive drinking"
131385	These are the ten most livable cities in the world
131387	Woman causes accident in Pulheim - several thousand euros damage
131389	The international matches of the DFB team 2019
131390	Second international match in Wolfsburg - Bad memory
131391	OVG Münster rejects Somali lawsuit against Federal Republic of Germany
131392	Agreement in the steel sector: 3.7 percent higher pay
131396	After handball outing: Manaudou swims again
131397	Terrorist militia IS threatens retaliation for Christchurch attack
131398	Evidence of shooter's terror motive intensifies
131399	"""Under different circumstances"" with record"
131400	62-year-old man missing from retirement home in Düren district
131401	Study - thousands of babies born with disabilities
131402	BUND presses ahead with lawsuit against airport expansion
131403	Londoner snitches on Beckham to police
131404	Springboard Hoffenheim: Süle, Nagelsmann, Mutzel - Rosen?
131405	Soccer district Rhein-Erft trains new referees
131406	Stone deserts on traffic islands prohibited in the future
131407	School choir shines with favorite songs
131409	50-year-old man alleged to have evaded taxes in the millions
131410	World champion Cannavaro testifies in Cologne
131411	"Arp in crisis - coach reprimands: ""Train better""."
131412	World-class swimmer Kenneth To dies at 26
131413	French company on the rise
131414	"District council to approve the establishment of an ""Oberberg project agency"
131415	Shadow over Tokyo 2020: NOK President Takeda resigns
131416	Hearing impaired children from Euskirchen wanted to run to Cologne
131417	This is how the Cologne singer saved his dog from the cooking pot
131418	Economists lower forecast significantly
131419	Biermann on Trabants, Benzes and teeth that have been shaved out
131420	Cologne cuisine in the Thermomix®
131421	Man forgets car at gas station
131422	Pedestrian loses driver's license for using ecstasy
131423	Cardinal Woelki suspends Düsseldorf city dean
131424	Ex-assistant Schreuder becomes new coach at Hoffenheim
131425	Ulrich Matthes wants more films in curricula
131426	Hesse's SPD leader Schäfer-Gümbel retires
131427	Beguiling dances of the seven princesses
131428	Use of glyphosate will not be banned in Kerpen
131429	New mobile home park to attract tourists to Urft
131430	"""Their police system is racist and corrupt""."
131431	Hoffenheim has its Nagelsmann successor
131432	Fire investigators cannot yet enter building remains
131433	Civil servants in NRW to receive more money
131435	8000 people want to protest against censorship on the Internet
131436	Robber beats man with fists against his head
131437	Man drives into turning car near Hennef
131438	Seven-year-old child hit by car - woman turns herself in to Cologne police
131439	Why there are only 50 e-vehicles on the road in Cologne
131440	Firefighter seriously injured in deflagration at Siegwerk plant
131441	In the Rhine-Sieg district you can bring dead animals to the tannery
131442	Managing director Rettig leaves FC St. Pauli
131444	Yemenis achieve partial success in court against Germany
131445	Surgeons demand information already at schools
131447	Safety measures on the carriage road in Königswinter
131448	EU ministers discuss Brexit
131450	"Leroy Sané has a lot planned for 2019: ""I love challenges""."
131451	Berg and Thal to become Raderbergundthal
131452	Fortuna Düsseldorf extends contract with captain Oliver Fink
131453	Youth welfare office received indications of pedophilia in abuse case
131454	What the Spaniards simply do better when eating
131455	Waiters allegedly drugged and robbed man
131457	Schütz back, Sulzer about to make a comeback
131459	At the end of March, everything should be ready under the track of line 18
131460	Argument escalates: Man shot with homemade gun
131461	Youth welfare office of Luegde ignored pedophilia indications
131462	Kurdish demonstrators try to storm WDR
131463	Nowitzki's incredible journey
131464	After robbery: Did the perpetrators steal from a fake armored car?
131466	"Alex Panter is in the final of ""Agriculture rocks"
131467	Backstreet's Back makes women's hearts beat faster
131468	To the Gummersbacher spring festival the trade opens its stores
131470	Murder charge after fatal marital dispute in Gummersbach
131471	Search for ideas for the Mercury complex
131472	New charges against clan from Leverkusen
131473	Ford plans to pay these severance payments to its employees
131474	Serbia relies on Bundesliga stars against Germany
131476	Bastei Lübbe wants to take over other publishers
131477	Catholic city dean denies allegations
131480	PSG succeeds with complaint against UEFA investigation
131481	This is why Wikipedia has been shut down since Thursday morning
131482	Youth welfare office takes five more children into care
131484	Glyphosate drug believed to have contributed to cancer
131485	"Brazilian ""Tropical Trump"" meets the real Donald"
131486	HEW Kabel and works council continue dispute
131487	Curanum Senior Citizens' Residence Hennef
131488	Scheuer wants liberalized cab and driving service market in 2020
131489	"""Go into international break with a win"": Kovac's target against Mainz"
131490	Dresden and Magdeburg separate 1:1
131491	Bayer Leverkusen wants to close the gap to the Champions League
131493	Next setback for St. Pauli: defeat at Sandhausen
131494	German biathletes win silver medal with relay team
131495	Bayer subsidiary Monsanto loses in U.S. glyphosate lawsuit
131496	Highly contagious dog virus spreads in NRW
131498	Consumers should rethink
131500	Exchange of blows over the legacy of Rainer Deppe
131501	Silk bees have to move to Naturgut Ophoven
131502	He has it in his blood
131503	A meeting with Frank Schätzing
131506	School enrollment deadline: symbolic handover of petition
131507	Clubs decide on the introduction of video evidence
131508	Can jogging harm the joints?
131509	When care makes the skin sick
131511	These simple cards change the way we look at the world
131512	Woman wants to fight vacancy in Annaturmstraße with café
131513	Bike path closed in Siegburg - residents outraged
131514	"Minister: ""Compensation for RWE is beyond doubt""."
131516	Bergisch Gladbach plans for future bicycle traffic
131517	First asparagus is harvested
131518	No solution in sight for a flea market in Leverkusen
131520	Policeman shoots at man: One injured in Dortmund
131521	"Cologne's head of environmental affairs advocates ""expropriation"" of motorists"
131522	The first asparagus spears are harvested in NRW
131523	Erdogan statement causes outrage
131524	Additional ambulance at the fire station in Gummersbach
131525	BMW on an austerity course
131526	Business criticizes government budget plans
131527	19-year-old from Troisdorf on the trail of Tom Brady
131528	Odenthal wants to strengthen village center and Dhünnaue with state money
131529	Every tile is cleaned during spring cleaning
131530	Euskirchen's event house has a leak
131531	Warehouse in flames - fire in chemical company in NRW
131533	Gottschalk as literary talker on Bavarian television
131534	Mozambique declares state of emergency
131535	Backward attitude of the church to homosexuality is a problem
131536	Candidates for German Film Award are announced
131537	Real estate is becoming increasingly expensive in Leverkusen
131538	Opportunity instead of risk: Sebastian Fitzek asks questions of meaning
131539	New measure to stop desiccation
131541	Bierhoff: International matches in smaller stadiums also in future
131542	"""Getting Obama was easier than getting the Rolling Stones."""
131543	10 pancake recipes from around the world
131544	Bayer stock slumps on stock exchange
131545	Win tickets for the next home game of 1. FC Köln
131548	Earthquake shakes west of Turkey
131550	Young Sommelier of the Year comes from Mechernich
131551	Rhein-Sieg district has early warning system developed
131552	Parish of St. Nicholas presents protection concept
131553	After the 2020 Paralympics, it's over internationally
131554	"RB goalkeeper Gulacsi: ""Next four games are crucial""."
131557	Will Cologne soon become a city without waste?
131560	Centenarian runs for local election
131561	"Vinicius Jr. wants to win ""Ballon d'Or"" in the future"
131562	Mensa operator no longer wants
131563	How to recognize whether a debt collection claim is justified
131564	Guests complain of stomach complaints - frit fat confiscated
131565	18-year-old gets off without punishment despite pressing charges
131566	Airport customs confiscates macabre souvenir
131567	Fritz Wepper misses his wife who died recently
131568	Parking at Cologne/Bonn Airport to become significantly more expensive from Friday onwards
131570	"Tedesco keeps his fingers crossed for Schalke: ""It was an honor""."
131571	How barriers limit Ms. Stoll's adventurous spirit
131572	Worries about the future in the biathlon: unanswered questions before the 2022 Olympics
131573	"Ex Schalke coach Tedesco: ""It was an honor""."
131574	Bergisch Gladbach schoolchildren to exercise free of charge
131575	Trial against MAD officer: defendant denies treason
131576	The most important facts about the EURO 2020
131577	Former Bundesliga professional Karl-Heinz Mrosko died
131578	"Win tickets for ""Cavalluna - World of Fantasy"
131579	Win tickets for Mark Forster
131580	Indian priest visits Oberberg
131581	New bicycle bus line gets direct transfer option in Burscheid
131582	85 percent of companies against new Brexit concessions
131583	"We raffle tickets for the ""Schlagernacht of the Year"
131584	"""Cologne children have ensured that the cathedral is stable""."
131585	Controversy over new LVR department - Greens suspect a lumping of posts
131586	Robert Habeck does not want to return to Twitter
131587	Boarding pass always better to print at home
131588	EU condemns Google to another billion euro fine
131590	City of Bonn orders breathing space in dispute over Beethoven Hall
131591	Google enters the gaming business - but has a weakness
131592	"Hoeneß announces ""largest investment program ever"
131594	Boeing crash costs Munich Re up to 120 million euros
131595	The hottest derby in the world
131596	"Council faction wants to set ""office cat"" on mice"
131597	Focus prosecution doping: 7100 proceedings
131598	Patrice Evra with homophobic insults against PSG stars
131599	Brussels fines Google 1.49 billion euros
131600	Machinery sales up - Germany behind China and USA
131602	Hamburger SV plans 40 million euros for Bundesliga
131603	"U21 faces ""acid test"" - without Eggestein and Klostermann"
131605	Iker Casillas extends at FC Porto
131606	Peter Maffay wants to go on anniversary tour in 2020
131607	Porsche driver drives 105 kilometers per hour too fast in Cologne
131608	Car manufacturers argue about e-mobility
131609	FC St. Pauli signs Dresden's Rico Benatelli
131610	Witness notices burning hedge in Weilerswist
131611	Aerial bomb successfully detonated - closures lifted
131612	"More than five million watch ""Charité"" finale"
131613	Forest farmers demand more support against bark beetle plague
131614	Opel again opens the severance fund for engineers
131615	"Why parents shouldn't buy their kids ""squeezeies"""
131616	18-year-old killed on Baltic Sea island of Usedom
131617	Two firefighters injured in chemical warehouse fire
131618	Udinese parts with coach Nicola
131619	"""Gundermann"" is favorite at the German Film Awards"
131621	"Petrenko: Munich Opera is ""musical fatherland"
131622	1899 Hoffenheim is struggling once again
131623	Federal government wants new government terminal in Schönefeld
131624	Commerzbank and Deutsche Bank hold merger talks
131625	Deforestation of the Amazon rainforest increases
131626	Cup frustration at Manchester United
131627	Sayings for the 26th matchday of the Bundesliga soccer league
131628	"Strong ratings for ""A Strong Team"
131629	Pensions in Germany rise significantly in summer
131630	Employee hands over shoplifter to police in Kerpen
131631	Assistant Borowski believes Eggestein will stay in Bremen
131632	Bayern young striker Davies injured
131634	Book industry sees itself on the move
131635	Porsche pays employees 9700 euro bonus
131636	Is the nationwide ban on smoking in cars coming?
131637	A42 closed for hours after truck accident
131638	Intendant defends Michael Jackson exhibition
131639	150,000 Euro solar bike path taken off the grid after a few months
131640	Cologne-based company honored as world champion sommelier
131641	Forward Jason Akeson remains loyal to the KEC
131642	Court: Justice victim Mollath entitled to compensation
131643	These are the most common traps in cell phone contracts
131644	Catholic Church between tradition and upheaval
131645	This is the highest paid athlete in history
131646	Sleeping woman attacked with knife: Prison for husband
131647	Good start for pair skaters Hase/Seegert in Saitama
131648	Operation bloodletting: doping suspected in 21 athletes
131649	How 5G will change our society
131650	Fourfold concert in the old swimming hall
131651	Björn Heuser performs for the 500th time in Cologne Brauhaus
131652	"""A connoisseur of the soul"" - Moving farewell to Bruno Ganz"
131653	Medical assistance of refugees in Cologne not sufficient
131654	Easter bunny post office in Ostereistedt answers letters again
131655	Cologne policewomen rescue helpless fox cub from A560
131656	"""If I can lose 30 kilos, anyone can do it""."
131657	The happiest country in the world lies high in the north
131658	Pensions rise by more than three percent
131659	Prisoner from Werl escaped while visiting family
131660	New turf for Duisburg arena
131661	Suddenly masturbation is no longer a taboo subject
131662	More than 450 young people in Cologne without school-leaving qualifications
131663	Hannover 96 must hand over member data to opposition
131664	Con artists work with new scam
131665	Looking for more drivers for the Burscheid citizens' bus
131666	Hardly any interest left in the twin town on Madeira
131667	Obama and Büdenbender discuss education
131668	Bayer Leverkusen wins against Ajax Amsterdam
131669	Investigation of failure to render assistance after infarction
131670	Further talks in the trade conflict between the USA and China
131671	Anna Wintour admires Merkel for her style
131672	Are the days of the Odysseum in Cologne-Kalk numbered?
131673	Ex-Serb leader Karadzic jailed for life for mass murder
131674	Peter Maffay comes to Cologne
131675	Bayer 04 Leverkusen wins against Ajax Amsterdam
131676	E-biker is hit by car and dies
131677	"Thomas Gottschalk does ""Wetten, dass..."" again."
131678	250-kilogram bomb found: A 59 closed for a short time
131679	"Cologne takes part in the worldwide ""Earth Hour"
131680	Post withdraws hundreds of e-cars from circulation
131681	"""Gottschalk Reads?"" does a disservice to authors"
131683	Building land and houses in the Bergisch are becoming more and more expensive
131684	Telephone scammers are active again in Oberbergisch
131685	Impressed with songs in Hebrew and German
131686	Orientation guide in the museum area for blind people
131687	All information about the European Tour of the PDC 2019 in Leverkusen
131688	At 180 points the party gets started
131689	Demo as part of the lesson
131690	City of Leverkusen seeks helpers for the European elections
131691	Stefan Barde plays at the organ of St. Nicholas Church
131692	Council decides three Sundays open for sale
131693	27-year-old allegedly sexually abused numerous teenagers
131694	Car break-in leads to police operation in supermarket
131695	EPP suspends Orban's Fidesz party
131696	Why I am leaving the Catholic Church
131697	Specialists examine Rhine floodplain lake until autumn
131698	Swiss Post temporarily withdraws hundreds of Streetscooters from service
131701	Stasi could be involved in terrorist attack
131702	Market church wants to install controversial Schröder window
131703	US Federal Reserve signals no further interest rate hikes in 2019
131704	Missing since Sunday: Actor Matthias Messner dead
131705	Love and literature - Gottschalk on all channels
131706	Van Marwijk takes over the United Arab Emirates
131708	First-round exit for Petkovic and Gojowczyk in Miami
131709	TV expert Klinsmann: More colleague than critic
131710	50 students freed from burning bus
131712	A lot of work for Löw: DFB eleven gives away victory against Serbia
131713	Germany only manages a draw against Serbia
131715	Wolfsburg women lose first leg in Lyon
131716	The German national soccer team in individual critique
131717	All-clear for Sané - Klostermann stricken
131719	Löw: Neuer in DFB goal against the Netherlands
131720	It's time again for spring cleaning in Leverkusen
131722	"""Let me hear his dimples"""
131724	"Herrmann celebrates third World Championship medal - ""really proud""."
131725	Quarrel in front of restaurant: 51-year-old stabbed to death
131726	Masked men raid kiosk: five arrests
131727	Stefan Arndt honored for lifetime achievement
131728	Field hockey goalie Grubauer without a goal in Colorado's win
131729	Trials against two German citizens in Turkey
131730	"""Our little Versailles"" - Gardens in Normandy"
131731	Helaba reports a respectable year in 2018
131732	"The ""Niehler Egg"" is to be given an official name"
131733	Closure to take place in Cologne at the beginning of the Easter vacations
131734	New Zealand bans semi-automatic weapons
131735	Planning of the cycle path poses problems for Cologne
131736	Midwives should study in general in the future
131737	KVB increases frequency of line 18 to the south of Brühl in one month
131738	These are the most dangerous cities in the world
131740	In Rheinisch-Bergisch, there are fewer properties for more money
131741	Politician from Weilerswist settles scores with social networks
131742	60 police officers investigate after killing of 18-year-old girl
131743	What the scientists do with 8.7 million euros
131744	Charges against Cologne businessman
131745	Barbara Schöneberger with one-dimensional voice at E-Werk
131746	DFL boss: ruling on police costs goes beyond soccer
131747	Unknown sprayer angers Cologne Südstadt landlord
131748	Brexit could reduce income in Germany by billions
131749	"""He is a figurehead"" - sports shooter Ahmed Ramtallah."
131750	Students discuss with parties about The Future of the EU
131751	"Gündogan ""proud"": captain's armband accepted with respect"
131752	Lügde: Victim advocate shocked by Jugendamt files
131753	US Federal Aviation Administration: Boeing improves software for 737 Max
131754	Bank supervisors meet after merger talks announced
131755	First underwater restaurant in Europe opened
131756	Man discovers 45 rattlesnakes under his house
131757	Bayer AG faces difficult years
131758	18-year-old is thrown from sports car and dies
131759	CO2 tax called for instead of promotion of alternative energies
131760	Study: Brexit threatens income losses in NRW
131761	Udinese Calcio brings back coach Tudor
131762	Effenberg still sees chance for Bayern trio in DFB team
131763	Private providers push into billion-euro market for rescue services
131764	18-year-old killed on Usedom
131765	District pushes speed limit for Refrather Weg
131766	Mayor Schumacher renounces further candidacy
131767	Blankenheimer pond should return to old beauty
131769	Awarding of ambulance services: EU Court of Justice rules
131770	Webcam viewer discovers floating man in Elbe river
131771	Levi's IPO: Cult brand returns to Wall Street
131772	Netherlands: Heavy defeat for coalition in regional election
131773	Restrictions for former Chancellor and ex-Federal President
131774	Controversial Michael Jackson exhibition opens in Bonn
131775	Jessica Simpson expresses pride over third child
131776	When musicians reinvent themselves
131777	How a politician makes cluelessness a trend
131779	Company Bafatex in Wipperfürth - With high-tech on the ski slopes
131780	Krstajic: Jovic has potential for Barca
131781	Blues Brothers musical inspires Troisdorfers
131782	"The ""Grzimek of the Rhine"" lives in Overath"
131783	Industrial services provider moves into the former Smartcenter Leverkusen
131784	This Brühler collects comic characters - for 50 years
131785	Number of private bankruptcies continues to decline
131786	FBI investigates Boeing
131787	Residents in Sasserath angry about felled ash tree
131788	"""I've been kicking down doors for other women""."
131789	Will the new prenatal blood test lead to more abortions?
131790	Cloud of smoke over the north of Cologne - That's what's behind it
131791	Scandalous video of Markle causes unrest before birth
131792	District wants to increase speed in front of Elsdorf elementary school
131793	Ex-Stasi employees are questioned
131794	Aldi does away with plastic around cucumbers and tests an old Ikea idea
131795	Offender arrested eight years after deportation
131797	Distressing confrontations: Michael Jackson in Bonn
131798	Conchita Wurst is hardly recognizable
131799	NRW reports almost five percent loss of teaching hours
131801	TH students with double degree in Mexico
131802	Number of abused and maltreated children in NRW increased
131804	Schwaiger and Dorsch win German championship in Super G
131805	"Löw needs Reus: BVB captain should ""set the initial spark"""
131806	Boy wants to help and gives fellow students in Mechernich sleeping pills
131807	Motel installs cameras and secretly films 800 couples having sex
131808	Bundestag cuts lavish provision for Wulff and Co.
131809	Berentzen beverage group focuses on non-alcoholic beverages
131811	City to lease new offices in former fitness studio
131812	Raid on daycare center - two arrests on suspicion of child pornography
131813	Escaped husky makes himself comfortable on driver's seat of passenger car
131814	Personal victory over the hatred and the subject of Erdogan
131815	"""He kept his Cologne soul until his death""."
131816	Council member calls for civil disobedience
131817	City of Cologne has obviously not recognized the seriousness of the situation
131818	More flowering areas planned in Zülpich - new rule for front gardens
131819	Legal dispute between Nuremberg and ex-coach Köllner
131820	False police officer trial: Fraud also in Hamburg
131821	The giants Messi and Ronaldo return
131822	"Aldi widow Babette Albrecht: ""Am very careful""."
131823	Hürth invests more than one million euros in Carl Orff School
131824	Video evidence from next season also in 2nd league
