aid,similarity_baseline
127898,"[128576, 128599, 128725, 128890, 129256, 129237, 129026, 128368, 129130, 128988, 129159, 128591, 128033, 128585, 129432, 128434, 128544, 128224, 128742, 128213, 129382, 128733, 129076, 129352, 128156, 129033, 129407, 129313, 128248, 129334, 128729, 127998, 128422, 128517, 127950, 128568, 129292, 128860, 128160, 128978, 128791, 129244, 128979, 128179, 128741, 128933, 129201, 128237, 128701, 129258, 129421, 128748, 129324, 128465, 128417, 129299, 128951, 129090, 128397, 128636, 127952, 127880, 128616, 128112, 129414, 129273, 128700, 128973, 127911, 128909, 128003, 128678, 128851, 128883, 129970, 129397, 128124, 129282, 128352, 128635, 129175, 128694, 128048, 128826, 128573, 129108, 128348, 128961, 127861, 128935, 129343, 128760, 127891, 128180, 127978, 128464, 128539, 129287, 129217, 128660]"
127899,"[127922, 127858, 128661, 128755, 128436, 128732, 128637, 129126, 129228, 128547, 128211, 129083, 129330, 127953, 129351, 128123, 129136, 129255, 127861, 128146, 128186, 129243, 128138, 128819, 129054, 128634, 128021, 128136, 128539, 128402, 128337, 129227, 128040, 128806, 129364, 127950, 128896, 128833, 129398, 129333, 128659, 128544, 128306, 128623, 129397, 128703, 129240, 127867, 129084, 128509, 128762, 129279, 127934, 128470, 128265, 129336, 128475, 128625, 128680, 129389, 128658, 128932, 129411, 129287, 128701, 128720, 128219, 128237, 128367, 129028, 128909, 128403, 129392, 129970, 128363, 128713, 129156, 128408, 128248, 129299, 128289, 129365, 128160, 128491, 128231, 129413, 128568, 127880, 129104, 128373, 128614, 128926, 128124, 128630, 128318, 128543, 128929, 129486, 128190, 129432]"
127900,"[129339, 128649, 128624, 128725, 129204, 129316, 129145, 127950, 128694, 129190, 129102, 129021, 128330, 127957, 128332, 128076, 128676, 128555, 127884, 128909, 129076, 127886, 129056, 128201, 127929, 128507, 129080, 128864, 129201, 128576, 128124, 129268, 128073, 128539, 129135, 129296, 129126, 129395, 129009, 128944, 129404, 128728, 128893, 128223, 128010, 128252, 129107, 128000, 128614, 128453, 128020, 128160, 129079, 129279, 128647, 129212, 128622, 128048, 128949, 128407, 129097, 128198, 129264, 128206, 128133, 128791, 128220, 129305, 128464, 127926, 129362, 128465, 128265, 128541, 129414, 128263, 128230, 128096, 128960, 127965, 127980, 129090, 128100, 128748, 129262, 129082, 129324, 129389, 128637, 129277, 129220, 129240, 128321, 128650, 129048, 129302, 129075, 128946, 128092, 129237]"
127901,"[128533, 127899, 128825, 128541, 128482, 128420, 129175, 128037, 128968, 127904, 129310, 129268, 128319, 128311, 128977, 128616, 127939, 128483, 129077, 128871, 128110, 129034, 128301, 128434, 128760, 128460, 128534, 129170, 129065, 129186, 128022, 128024, 128615, 127929, 128577, 128235, 128014, 128677, 128400, 129299, 128772, 127996, 128393, 128622, 129237, 128474, 129397, 128015, 127998, 129262, 129005, 129016, 129009, 129085, 128190, 129080, 127962, 128309, 127971, 128048, 129201, 128642, 128033, 128316, 128150, 128675, 128028, 129316, 128936, 128872, 128220, 129335, 128710, 129348, 127871, 128745, 128699, 129421, 128351, 129136, 128447, 128877, 128279, 128165, 128392, 129256, 128098, 128831, 128043, 128072, 128422, 129231, 129141, 128166, 128844, 128256, 128866, 129353, 128563, 129066]"
127902,"[128049, 128782, 128160, 128203, 128979, 129296, 129244, 129334, 129299, 128701, 129315, 128431, 129397, 128935, 129352, 129407, 128352, 129356, 128040, 128253, 129414, 129486, 128008, 128805, 128933, 128748, 128988, 129324, 128033, 128880, 127993, 128316, 128826, 129045, 128951, 128927, 128422, 128458, 128550, 128791, 129076, 129201, 129124, 129393, 128190, 129342, 129054, 128961, 129385, 128902, 128576, 128675, 127873, 128152, 129231, 128742, 128324, 128256, 129237, 129970, 129272, 128883, 128693, 129140, 127891, 128330, 128695, 128318, 128446, 128467, 129400, 128875, 128397, 128848, 128003, 129365, 129330, 128544, 128604, 128465, 128048, 129269, 129165, 129203, 128001, 128660, 129179, 128206, 129320, 128402, 129273, 128762, 128812, 129364, 127921, 129311, 129017, 128559, 129169, 130688]"
127903,"[127862, 128961, 129051, 127871, 128001, 127867, 128316, 128830, 128880, 128417, 128693, 128173, 127861, 128017, 129486, 128988, 129108, 128141, 129299, 128797, 128353, 128938, 129201, 128701, 129380, 128033, 128720, 128492, 129383, 128431, 128048, 129244, 128821, 129101, 128709, 127909, 128456, 129392, 128352, 128311, 127998, 129293, 128432, 129397, 129272, 129394, 128152, 128595, 129258, 128467, 128215, 128610, 128933, 127951, 129400, 127970, 128921, 128630, 128848, 128550, 128523, 128935, 129334, 128256, 128126, 128258, 128080, 129412, 128883, 127950, 129357, 127921, 129886, 129152, 129320, 127880, 129084, 129132, 128319, 129343, 129385, 129327, 128778, 128206, 129016, 128368, 128253, 128822, 128888, 129256, 128216, 128742, 129369, 129237, 128227, 128260, 128559, 128951, 129399, 129140]"
127904,"[129237, 129258, 127970, 129174, 128544, 129397, 127950, 129074, 128701, 127909, 128417, 128733, 128467, 128559, 128119, 128695, 128256, 128738, 128001, 127871, 128927, 128248, 128033, 129273, 128644, 129380, 128432, 129255, 128354, 128456, 128791, 129387, 129342, 128630, 129244, 128237, 128830, 129267, 129421, 127861, 128203, 129287, 128742, 128146, 128729, 129400, 128190, 127898, 128160, 128402, 129282, 128909, 128590, 128352, 128675, 128588, 129026, 129334, 128645, 128127, 128021, 129132, 127955, 128428, 128938, 128124, 128576, 129383, 128040, 127993, 128422, 129016, 129324, 129084, 127873, 129333, 128173, 128969, 129256, 128475, 128573, 129486, 127998, 129035, 128848, 129385, 129152, 129369, 128978, 129299, 128197, 128316, 129311, 129357, 128961, 129412, 129411, 129330, 129108, 129315]"
127905,"[129358, 128452, 128632, 128350, 128015, 128585, 129159, 128677, 128427, 128702, 128326, 128681, 128058, 129025, 128179, 128156, 128894, 128218, 129026, 127860, 128740, 128024, 129382, 128575, 128486, 127939, 128815, 129232, 128483, 128644, 128224, 128373, 128796, 129421, 128606, 128482, 128385, 128872, 128447, 128662, 128135, 128248, 127854, 129307, 128022, 128178, 128356, 128995, 128112, 128460, 127853, 128759, 128978, 127941, 129175, 127925, 128588, 128517, 128563, 128434, 129313, 128651, 129374, 128110, 129092, 128225, 129424, 129292, 128341, 128615, 128771, 129166, 128449, 128180, 129252, 129345, 128823, 128616, 128691, 128936, 129237, 129375, 128163, 128327, 128596, 128495, 128733, 129078, 127967, 128599, 128746, 129308, 128436, 128951, 127918, 128556, 127874, 128570, 128266, 128569]"
127907,"[128126, 127934, 128306, 128896, 128968, 128547, 128066, 128216, 128199, 128142, 128194, 128854, 129405, 128248, 128237, 129293, 129164, 129360, 128978, 129256, 128680, 128551, 128434, 127998, 129031, 129322, 129279, 128808, 128346, 128944, 129145, 127887, 128829, 127980, 129313, 128224, 129384, 127953, 128676, 129327, 128562, 129204, 128949, 128821, 129080, 127971, 129310, 128791, 128035, 129231, 128449, 128392, 128585, 128636, 128028, 129108, 129126, 129365, 128581, 128482, 128599, 128422, 129014, 128492, 129397, 129132, 128858, 128213, 128072, 129299, 128670, 128260, 129217, 128092, 128311, 128417, 128668, 129084, 128951, 128186, 128675, 128614, 129427, 128524, 128616, 129270, 129298, 127880, 127978, 128531, 129101, 128888, 129043, 129267, 128387, 128495, 129090, 129383, 128316, 128173]"
127908,"[127950, 128791, 128422, 129334, 129272, 128738, 129397, 129311, 127909, 128354, 128742, 128352, 128695, 129299, 129286, 129179, 128033, 127970, 128618, 129273, 128938, 129352, 128909, 128258, 129342, 128826, 128729, 128417, 129380, 128432, 127861, 128119, 128467, 129970, 128951, 127873, 128544, 129315, 129079, 128969, 128456, 129090, 128701, 128173, 128921, 129414, 128124, 129385, 129411, 129392, 128604, 128203, 129258, 129231, 128675, 129383, 129130, 128402, 129387, 128895, 129343, 129324, 129124, 129237, 127875, 129152, 128160, 129486, 127880, 128982, 129369, 129366, 128318, 128933, 128550, 128256, 128248, 128979, 128001, 128428, 128902, 128645, 128824, 128752, 127993, 129330, 127891, 129399, 129293, 128316, 129217, 129287, 128325, 128926, 128797, 128547, 128733, 128776, 128397, 129169]"
127909,"[127907, 128024, 127971, 128813, 128825, 128483, 129335, 128654, 128697, 128746, 129261, 128072, 128490, 128922, 127854, 128709, 129345, 128439, 127883, 129067, 129254, 128087, 127937, 129362, 128360, 129396, 128898, 129024, 128497, 128674, 129403, 129250, 129016, 129175, 128707, 129170, 129080, 127870, 128496, 128913, 127898, 127960, 128467, 128963, 127904, 128440, 128690, 128646, 128434, 128128, 128513, 128685, 129207, 128535, 128027, 129419, 128165, 128399, 129042, 128301, 129066, 128029, 128035, 128118, 127951, 128327, 127895, 128371, 128383, 127996, 127918, 128124, 128871, 129017, 128090, 129206, 128378, 128909, 128642, 128872, 127952, 129121, 127852, 127923, 128942, 128391, 128098, 129194, 128549, 129181, 128927, 128752, 128910, 129322, 128474, 128673, 129082, 128319, 128903, 128744]"
127910,"[128422, 128781, 128826, 128660, 129371, 128033, 128237, 128246, 128895, 128072, 129016, 129256, 128220, 128902, 128951, 129419, 128806, 129244, 128824, 129243, 128859, 128022, 129035, 128979, 128242, 129132, 128633, 129421, 128166, 129313, 129049, 129183, 128568, 129335, 129022, 128742, 128760, 128942, 128883, 129322, 127887, 128248, 128250, 128879, 127898, 128654, 128697, 128324, 127978, 128705, 128190, 129396, 128050, 128370, 128642, 128854, 129387, 129269, 128215, 129309, 128467, 128493, 128770, 128604, 129355, 129250, 129292, 128670, 128390, 128978, 129017, 128544, 129368, 128238, 128588, 129231, 128156, 128414, 129319, 128769, 128357, 128894, 129057, 128407, 128539, 127952, 128359, 128909, 127951, 129262, 129106, 128397, 128335, 127980, 127955, 128049, 128495, 128247, 129432, 128573]"
127911,"[128001, 129400, 129016, 127862, 128368, 129258, 129343, 128675, 127871, 129287, 129084, 128311, 129397, 128938, 129387, 128577, 128709, 128256, 129237, 129256, 127998, 128190, 128467, 128961, 129409, 128533, 129141, 128014, 129299, 128484, 129396, 127986, 128880, 128033, 129033, 128072, 128215, 128417, 128319, 127867, 129421, 129222, 129412, 129486, 128432, 128826, 128550, 129368, 129405, 128048, 128707, 128216, 128316, 128343, 129394, 129132, 128422, 128831, 127970, 129244, 128844, 128485, 128391, 128729, 127939, 129334, 128098, 129407, 129051, 128465, 128237, 128935, 128041, 129414, 129101, 129355, 128701, 128645, 129380, 127909, 128434, 129413, 128797, 127950, 128760, 128043, 129293, 128642, 128927, 128693, 129733, 128646, 129382, 128616, 129357, 128166, 128720, 128622, 128778, 128492]"
127912,"[128938, 128951, 129412, 128467, 128826, 129132, 128709, 128319, 128422, 129383, 127887, 127989, 128033, 128778, 128888, 128711, 128921, 128902, 127918, 127862, 128483, 129258, 128645, 129369, 128562, 129231, 128955, 128675, 128550, 129146, 128927, 128005, 128248, 129357, 128733, 127950, 128752, 128313, 129051, 129397, 128237, 127979, 129232, 129084, 128729, 128797, 129108, 128434, 129334, 128496, 129387, 128385, 129486, 128215, 127971, 128368, 128807, 129400, 128718, 128735, 128343, 128266, 127941, 128556, 128576, 129384, 129342, 129237, 128824, 129343, 129130, 128399, 129217, 129085, 128988, 128961, 127880, 129390, 129409, 128597, 129363, 128544, 129287, 129016, 129377, 128710, 128982, 128693, 128538, 127854, 129421, 128485, 127962, 128216, 128048, 127871, 129299, 129175, 128129, 127872]"
127913,"[128422, 128781, 128826, 128660, 129371, 128033, 128237, 128246, 128895, 128072, 129016, 129256, 128220, 128902, 128951, 129419, 128806, 129244, 128824, 129243, 128859, 128022, 129035, 128979, 128242, 129132, 128633, 129421, 128166, 129313, 129049, 129183, 128568, 129335, 129022, 128742, 128760, 128942, 128883, 129322, 127887, 128248, 128250, 128879, 127898, 128654, 128697, 128324, 127978, 128705, 128190, 129396, 128050, 128370, 128642, 128854, 129387, 129269, 128215, 129309, 128467, 128493, 128770, 128604, 129355, 129250, 129292, 128670, 128390, 128978, 129017, 128544, 129368, 128238, 128588, 129231, 128156, 128414, 129319, 128769, 128357, 128894, 129057, 128407, 128539, 127952, 128359, 128909, 127951, 129262, 129106, 128397, 128335, 127980, 127955, 128049, 128495, 128247, 129432, 128573]"
127915,"[128926, 128330, 128750, 129420, 129402, 128281, 128623, 128722, 128982, 128013, 128747, 129107, 128198, 128660, 128647, 129001, 128450, 127926, 128076, 128324, 128267, 129096, 129198, 130353, 129104, 128975, 129155, 129333, 129097, 129297, 128062, 128762, 128335, 128297, 128909, 129272, 129045, 127987, 128513, 129179, 128354, 127985, 129240, 129389, 128782, 129116, 128252, 127994, 128620, 128505, 128124, 128362, 128064, 128798, 128905, 128696, 128786, 129165, 129079, 127875, 129052, 129169, 129127, 129246, 128407, 129076, 128074, 129296, 128160, 129364, 127993, 128631, 129277, 128245, 128322, 128791, 130688, 129119, 128604, 128318, 129306, 129161, 129280, 128738, 129395, 128201, 128265, 128329, 128091, 128676, 128073, 129235, 128705, 129212, 128689, 129114, 128919, 128560, 128627, 128666]"
127916,"[127936, 128708, 128813, 128799, 128589, 128615, 128024, 128384, 128238, 128596, 128382, 128871, 129345, 128246, 128128, 128165, 128152, 129232, 128351, 129066, 129025, 128222, 128404, 129353, 128672, 129331, 129151, 127860, 129307, 127967, 128736, 128385, 128651, 128999, 128275, 129017, 129118, 128313, 127853, 128563, 129424, 128898, 128254, 128593, 127939, 128365, 129205, 128474, 128549, 128156, 128662, 128341, 128086, 128873, 128460, 129300, 128003, 128760, 129308, 128390, 128287, 129378, 128995, 127870, 128740, 129175, 128848, 127925, 128556, 129188, 128575, 129328, 128597, 128704, 128691, 128693, 128894, 129170, 128307, 129159, 128745, 128699, 129354, 129067, 128090, 128810, 128410, 128878, 128679, 128646, 129254, 129374, 128387, 128159, 128383, 128967, 128424, 128484, 128805, 129290]"
127918,"[129395, 128761, 129398, 129168, 129058, 127920, 128010, 129215, 128065, 128270, 128948, 128970, 130353, 127858, 128582, 128438, 128030, 128547, 128379, 128745, 129027, 128344, 129218, 128095, 128114, 129015, 128764, 127985, 128219, 129280, 127988, 128515, 128864, 128008, 128011, 128555, 128040, 128300, 129089, 128573, 128285, 129333, 127930, 128100, 129020, 128995, 128510, 128315, 128237, 128196, 127914, 128160, 129198, 128132, 129048, 128548, 128543, 128884, 128714, 129389, 129240, 129255, 129288, 128295, 128625, 129384, 129496, 128696, 127926, 129397, 128652, 128645, 129151, 128334, 128839, 128552, 129018, 128658, 128120, 128671, 127912, 128912, 128309, 128467, 128803, 129116, 128982, 129076, 128663, 128372, 128298, 129420, 129239, 129412, 128619, 129282, 128715, 128840, 129134, 128330]"
127919,"[128359, 129237, 129132, 129255, 128021, 129287, 129356, 128146, 128572, 128041, 128475, 129388, 128577, 129387, 128283, 127873, 128309, 128590, 128826, 128408, 128127, 129174, 129258, 129432, 128166, 128337, 128190, 128819, 129333, 129351, 129136, 128738, 128935, 128564, 128526, 128119, 129334, 129244, 128138, 128588, 128630, 128573, 128781, 128729, 127993, 129074, 128368, 129175, 129037, 128894, 129413, 128619, 129265, 128215, 127970, 128205, 128902, 128938, 128695, 129319, 128167, 129016, 128072, 128825, 128817, 127943, 128245, 128465, 128422, 129293, 128124, 128672, 128951, 129079, 128156, 128001, 128707, 128909, 129299, 129414, 129397, 128237, 128677, 128659, 128151, 128539, 128932, 129400, 128568, 128978, 128022, 129343, 129338, 128559, 128582, 128289, 129057, 129243, 129486, 128466]"
127920,"[128219, 127938, 129412, 129384, 129203, 128619, 128253, 128588, 128318, 128951, 128544, 128127, 128354, 129146, 128995, 127950, 128432, 128005, 129333, 128745, 129383, 128938, 128639, 128645, 129299, 128119, 128248, 129399, 129398, 127999, 128547, 127979, 128573, 128266, 128797, 128237, 127912, 127971, 128409, 129090, 129132, 129043, 129089, 127880, 128373, 127887, 128298, 128680, 129218, 129357, 129109, 129410, 129369, 128675, 128796, 128695, 128230, 129027, 129411, 128517, 128096, 129886, 127921, 128632, 128458, 128929, 128315, 129366, 128449, 128711, 129074, 128752, 128102, 128709, 128456, 128289, 128446, 128334, 128664, 127891, 128742, 128467, 128693, 128644, 128422, 128703, 129397, 128501, 129026, 129179, 129330, 128183, 128171, 128873, 128030, 129282, 129255, 128883, 128062, 128921]"
127921,"[128898, 128024, 128813, 128825, 128238, 128214, 128005, 128319, 127936, 128995, 129424, 128589, 128384, 128378, 128549, 128871, 128165, 128662, 129353, 128799, 127960, 129307, 128222, 128642, 128315, 128385, 128150, 128474, 127850, 129284, 128745, 128936, 128090, 129232, 128646, 128246, 127979, 128382, 128351, 129017, 127996, 128796, 128287, 127904, 129065, 128404, 129066, 128597, 128563, 128672, 128313, 128128, 127870, 127975, 128341, 128275, 128152, 127853, 129261, 128483, 128156, 128082, 129151, 127895, 128708, 129496, 129092, 128556, 128307, 128693, 129022, 128253, 128942, 128746, 128883, 128383, 127860, 128653, 128955, 128596, 128872, 128999, 128718, 128710, 128301, 129378, 128260, 127977, 128496, 128848, 128615, 128805, 128937, 128719, 128326, 128951, 129251, 129078, 129345, 129328]"
127922,"[128422, 128122, 128824, 129390, 128760, 128345, 128033, 129334, 128043, 129231, 128368, 127906, 128978, 128015, 129217, 128951, 128312, 128495, 128328, 129313, 128677, 128597, 128791, 129387, 128048, 129132, 128224, 129256, 129432, 129486, 128447, 129353, 128343, 128126, 128961, 128493, 128319, 129414, 128156, 128370, 129237, 129159, 128916, 129382, 128169, 127942, 128616, 128577, 128266, 129016, 129335, 128346, 129421, 128484, 128248, 128894, 128833, 128890, 128710, 128420, 128675, 129343, 129392, 128729, 129322, 129970, 129397, 129028, 128459, 128458, 128061, 128935, 129258, 129296, 129327, 128944, 128072, 128733, 129372, 129317, 129080, 128756, 128434, 128854, 128576, 129035, 128190, 129412, 128599, 128946, 127970, 129017, 128311, 127939, 128086, 128166, 128151, 128460, 128693, 128606]"
127923,"[128482, 128891, 128101, 128031, 128460, 129331, 128812, 127978, 128708, 129378, 129308, 128670, 128121, 128616, 128615, 128778, 128112, 128854, 128848, 127968, 128563, 127939, 129099, 128596, 128290, 129229, 127860, 128126, 128449, 128192, 129382, 128595, 129108, 128534, 129118, 128319, 129381, 128434, 128815, 128370, 129004, 128390, 128883, 128387, 129147, 128429, 128943, 129173, 129885, 129349, 128767, 128651, 128785, 128518, 127905, 128877, 129256, 128415, 128541, 127998, 128439, 128685, 129417, 128351, 128384, 127941, 128222, 128961, 129250, 128275, 128499, 128918, 128746, 128700, 129205, 128609, 128417, 128531, 127945, 128915, 128567, 129888, 128311, 128599, 128148, 129232, 128866, 128872, 128947, 129293, 128341, 127872, 129292, 128170, 128740, 129313, 128636, 128936, 128888, 128164]"
127924,"[128687, 127929, 128673, 128035, 129270, 128167, 127856, 129037, 128502, 129298, 128321, 129279, 128614, 128421, 127885, 128187, 128892, 128206, 128149, 128622, 128162, 129316, 127852, 127923, 129337, 129082, 128801, 128627, 128964, 128028, 128867, 128869, 128932, 128242, 128337, 129057, 128675, 129014, 129115, 129048, 128291, 128749, 128392, 127892, 129226, 128465, 128695, 128666, 129346, 128521, 128960, 129262, 129091, 128875, 129032, 128950, 128303, 128859, 127957, 127899, 129220, 128863, 128444, 128074, 128817, 129204, 128252, 128138, 128450, 128717, 129268, 129135, 128791, 130061, 128296, 128628, 129233, 129352, 129425, 128604, 129114, 128042, 128034, 129306, 128860, 128928, 128808, 129056, 129305, 128453, 129264, 128044, 128098, 128361, 129272, 129201, 128366, 129179, 128633, 127995]"
127926,"[128073, 128322, 129402, 129240, 127886, 128330, 127875, 128076, 129277, 128096, 128064, 128085, 128201, 128864, 128975, 129389, 128264, 127926, 127995, 128053, 129420, 128623, 129001, 128747, 128926, 128160, 129107, 129165, 128263, 128013, 128802, 129068, 128010, 128722, 129052, 129404, 129339, 128762, 128044, 128074, 129126, 128464, 128624, 128755, 128721, 129190, 128676, 129280, 129212, 129302, 128647, 128798, 127985, 129364, 128281, 128505, 128827, 128982, 127987, 129097, 130353, 128329, 128696, 130688, 129045, 128045, 129116, 128507, 128438, 128267, 128334, 128949, 129395, 128124, 128909, 128450, 128409, 128314, 128198, 128919, 128134, 129096, 128062, 129179, 129219, 128217, 129276, 127994, 128362, 127916, 128750, 128361, 127863, 128075, 128667, 129104, 128418, 128620, 129127, 127950]"
127927,"[127892, 129082, 129115, 128627, 128162, 128928, 128614, 129212, 129220, 127995, 129037, 128051, 128138, 128453, 128321, 127994, 128167, 128626, 129102, 128673, 129091, 129305, 128647, 128450, 127987, 129302, 128624, 128960, 128074, 128934, 128035, 128721, 129276, 129190, 129262, 129316, 128443, 127983, 128817, 128604, 129014, 128666, 128689, 129204, 129306, 128223, 128829, 129270, 127926, 129279, 129362, 128964, 129155, 128633, 128791, 128421, 128155, 128622, 128337, 127929, 128220, 129107, 128892, 128277, 127885, 128187, 128527, 128083, 128322, 128808, 128584, 127884, 129277, 128296, 128330, 128980, 127852, 127923, 129057, 129126, 128198, 127953, 128876, 127981, 128462, 128247, 129100, 129336, 128637, 129386, 128926, 128267, 128749, 129028, 128932, 128513, 128085, 128987, 128366, 129223]"
127928,"[129166, 128423, 128679, 128478, 128327, 128659, 128135, 127968, 128229, 129370, 128764, 128145, 129233, 128471, 128499, 128276, 129243, 128197, 128545, 128688, 128452, 128714, 128244, 128031, 128573, 129345, 129259, 129230, 128596, 128597, 129026, 128030, 128119, 129147, 128807, 128732, 128674, 129229, 129338, 129002, 128339, 129378, 127888, 128658, 128382, 128419, 127874, 128427, 128403, 128819, 128896, 128146, 129138, 128947, 128708, 129888, 129024, 129427, 127941, 128518, 127925, 129254, 128691, 128476, 128058, 129015, 128757, 128568, 128348, 128589, 129332, 129381, 127978, 129025, 128373, 128469, 128939, 129331, 128290, 128082, 128606, 129210, 129032, 128439, 128408, 129354, 128767, 128112, 128100, 129260, 128128, 128121, 129078, 129325, 127937, 127854, 128702, 129061, 128350, 129377]"
127929,"[128534, 129046, 129381, 128872, 128535, 129331, 128192, 128140, 127941, 128439, 128877, 129205, 129229, 128027, 128685, 128518, 128815, 128275, 129345, 128866, 128225, 129888, 128767, 128744, 128365, 128110, 128636, 128089, 128708, 128222, 128103, 128429, 128412, 128635, 129349, 128290, 128538, 128740, 128594, 128274, 128563, 129403, 129207, 128904, 128129, 128482, 129004, 129186, 128019, 129164, 129417, 128415, 128121, 128746, 128319, 128974, 128341, 128835, 128393, 129173, 128785, 128031, 128483, 129030, 127968, 128497, 129181, 127870, 128387, 128405, 127854, 129042, 129092, 127945, 128657, 129254, 128757, 128416, 127918, 127937, 129300, 128170, 128596, 127850, 129284, 129034, 128390, 129194, 129335, 128651, 128024, 128628, 127925, 129210, 129232, 129424, 129118, 128691, 129170, 129363]"
127930,"[128345, 129334, 129390, 129247, 128748, 129213, 128925, 128122, 128760, 128257, 129110, 128368, 128577, 129372, 128498, 128328, 128033, 128422, 128578, 128908, 128269, 129112, 127970, 128086, 128002, 127943, 129130, 129251, 129414, 128974, 128465, 128935, 128043, 128541, 128638, 128586, 128352, 128944, 128961, 128824, 129237, 128180, 127942, 129124, 128312, 127909, 129343, 128173, 128553, 128960, 129316, 128459, 128484, 128729, 129120, 127906, 127921, 128095, 129335, 129317, 129223, 128979, 128689, 128258, 128048, 128384, 128817, 128397, 129231, 129258, 128235, 128220, 129217, 129369, 128708, 128951, 128169, 128060, 129026, 128155, 128156, 128506, 129101, 129215, 128056, 127989, 129315, 128526, 128596, 128440, 129387, 127884, 128860, 128885, 129328, 129175, 128618, 128808, 128576, 129356]"
127931,"[129432, 128179, 128655, 129382, 128166, 128677, 128894, 128978, 128350, 128452, 128575, 129260, 128156, 128112, 129237, 128248, 128135, 128517, 128599, 128058, 128681, 128588, 128585, 128632, 129252, 128419, 128215, 128576, 129313, 129026, 129159, 128703, 128326, 129256, 129421, 128022, 128544, 129025, 128289, 127980, 128218, 129243, 128266, 128658, 128702, 129258, 128244, 129166, 127939, 128591, 128197, 129358, 128224, 128545, 128688, 128644, 128929, 128015, 128348, 128720, 128615, 128616, 128573, 128476, 128194, 128127, 129188, 128422, 128745, 128732, 129175, 128033, 128403, 127967, 128250, 129374, 128733, 128693, 129083, 129244, 127853, 128568, 128571, 129132, 128650, 128995, 128003, 128678, 129327, 128486, 128570, 128796, 128825, 129016, 129292, 128021, 128771, 128356, 128590, 128760]"
127932,"[128732, 128021, 128659, 128819, 128475, 129260, 127970, 129255, 129287, 128289, 129166, 128135, 129243, 128283, 128250, 128939, 128146, 129237, 128630, 129258, 128579, 128571, 129351, 128359, 129432, 128932, 129413, 128408, 128127, 128703, 128655, 127861, 129136, 128138, 128190, 128545, 128688, 128573, 128568, 127909, 129074, 128403, 128337, 128938, 129486, 127871, 128492, 128575, 129054, 128658, 128476, 128701, 128590, 129174, 128197, 128001, 128755, 129397, 129411, 127858, 129387, 128720, 127943, 128729, 127950, 128432, 128215, 127873, 128929, 128831, 128559, 129016, 128348, 128419, 129342, 128211, 128272, 128544, 128588, 128119, 129330, 128880, 128006, 129083, 129132, 128040, 129334, 128205, 129026, 129159, 129178, 128517, 128634, 127955, 129412, 128909, 128179, 128350, 129343, 128935]"
127933,"[129237, 129258, 127970, 129174, 128544, 129397, 127950, 129074, 128701, 127909, 128417, 128733, 128467, 128559, 128119, 128695, 128256, 128738, 128001, 127871, 128927, 128248, 128033, 129273, 128644, 129380, 128432, 129255, 128354, 128456, 128791, 129387, 129342, 128630, 129244, 128237, 128830, 129267, 129421, 127861, 128203, 129287, 128742, 128146, 128729, 129400, 128190, 127898, 128160, 128402, 129282, 128909, 128590, 128352, 128675, 128588, 129026, 129334, 128645, 128127, 128021, 129132, 127955, 128428, 128938, 128124, 128576, 129383, 128040, 127993, 128422, 129016, 129324, 129084, 127873, 129333, 128173, 128969, 129256, 128475, 128573, 129486, 127998, 129035, 128848, 129385, 129152, 129369, 128978, 129299, 128197, 128316, 129311, 129357, 128961, 129412, 129411, 129330, 129108, 129315]"
127934,"[128551, 128463, 128541, 129055, 128821, 128292, 129310, 128854, 128366, 129145, 128874, 128506, 128820, 128332, 129204, 127882, 128358, 128120, 127971, 128682, 129101, 128413, 129164, 127957, 128371, 127988, 127962, 129011, 128754, 128844, 128973, 129303, 129268, 128392, 128028, 128434, 128422, 129403, 128636, 127899, 128482, 127990, 129080, 128441, 128803, 128256, 128126, 128522, 129216, 129131, 129176, 127913, 127951, 129182, 128076, 128909, 128850, 128628, 128684, 129201, 128141, 128182, 127977, 128968, 129316, 128330, 128791, 127998, 128709, 129030, 128400, 128914, 129156, 128614, 128964, 129085, 128034, 129040, 128531, 128237, 128031, 128567, 129343, 129047, 128062, 128673, 128054, 129168, 129231, 129192, 128595, 128124, 127950, 129368, 128417, 129034, 129298, 128538, 129348, 129412]"
127935,"[128021, 128283, 128250, 128408, 128732, 128939, 127970, 129432, 128781, 128819, 129243, 129255, 128979, 129237, 128138, 129033, 129130, 128932, 129287, 128729, 128244, 128659, 129351, 128466, 128833, 129334, 128841, 128337, 128909, 129260, 129319, 129324, 127873, 128359, 128072, 128119, 128579, 128001, 128978, 129414, 128166, 128791, 128916, 128124, 128733, 129356, 128190, 128539, 128701, 129315, 129079, 129313, 129166, 128146, 129136, 129016, 129387, 128571, 128894, 128599, 128368, 128135, 128431, 129101, 129386, 128419, 129028, 128422, 128169, 128475, 127861, 128040, 128245, 128935, 128666, 129421, 128033, 129486, 128397, 128220, 129178, 129026, 128577, 129258, 128575, 128782, 128695, 127943, 128568, 127986, 129256, 128465, 129343, 129054, 128826, 128348, 128742, 128738, 127950, 128678]"
