articleID	deepl_title
1647875248	Neighbors rescued mother with children
1648375245	Mick Jagger is better again
1649175289	Leon Bailey out injured for Werkself for the time being
1649735247	New audio stations tell history along the way
1650125294	The news desert
1650145244	Bundestag wants to ban weapons in parliament
1651645247	Wiesdorfers tidy up their campsite on the Ardèche
1652345292	Soon more Bundesliga matches live on free TV?
1652935246	Police increase patrols at Cologne high schools
1653465253	Man allegedly drove into crowd at AfD event in Cologne
1654445244	"30-year-old insults employee as ""slut"
1654765251	How students travel throughout NRW with the SchöneFerienTicket
1655105250	Marco Rose succeeds Dieter Hecking
1655255246	43 workers have found a new job
1655405246	Citizens want to slow down cars and trucks
1655695251	Uber launches today in Cologne - Here's how it works
1656255255	Much applause for Jones - When will coach Stewart be presented?
1657115292	It takes more than just the money
1657355243	Boeing crew followed contingency plan in Ethiopia
1657415289	Queen celebrates 93rd birthday at Windsor Castle - Meghan missing
1657425243	Hacker attack on Bayer AG - extent of damage still unclear
1657425244	First approvals for e-scooters - dispute over sidewalk use
1657445259	Major cleaning after rat infestation
1658245295	Arrest warrant against the German father
1658425250	Workers clear crime scene at Lügder campsite
1658865246	Bayern coach Kovac out coaches Dortmund's tactician Favre
1659065247	Announcements in Cologne Cathedral in nine languages - including Kölsch
1659085240	NRW cities still lack helpers for the European elections
1659345247	German tourist raped and killed
1660615250	Public telephones fall into disrepair in Cologne - dismantling not possible
1662535241	"""Quite a lot of work"" shows many different projects"
1662675244	Researchers discover the largest cave in the Rhineland
1662725251	Eitorf discusses renewal of the Leienberg road
1662885244	Observing the Milky Way - Eifel National Park becomes a star park
1663335244	Researchers find the largest cave in the Rhineland
1663405290	Election posters of the CDU destroyed and smeared
1664515239	This Thailand pensioner despairs of German offices
1665025258	Greens call for old power plants to be shut down without compensation
1665215239	A piece of southern France on the Rheinallee
1665305251	350 motorcyclists ring in the season in Lindlar
1665505246	Cologne Sharks with further injuries after second defeat against Mannheim
1665615257	These are the biggest deadly sins at the barbecue
1665735244	Eifel National Park becomes a star park
1666215241	Enni Janesch gives up chairmanship of the district group
1666215250	How Economics Minister Pinkwart wants to make NRW a digital role model
1666465246	"Kahn ready for Bayern job: ""Are in good talks""."
1667295242	27-year-old man causes accident after unsuccessful overtaking maneuver
1667625293	Sales points of maypoles in the Rhein-Sieg district
1667685293	Showcase project in Bensberg
1668045291	Thief breaks open company coffee machine and attacks employee
1668235293	The demolition is almost complete
1668425259	A reunion with Super Mario
1668445250	Researchers have calculated how harmful to the climate are dogs and cats
1668785239	The most curious deaths while traveling
1668935293	The megaphone is gutted and gives way to housing construction
1668945244	Obama: Democracy relies on consensus on facts
1668955293	"""Open Ähr"" at the Witzhelden sports field is cancelled in 2019"
1669405244	Truck with dangerous goods in liquid form crashed
1669585293	Roof of Mechernich town hall leaking - ten-year anniversary celebration in May
1669665239	On the road with the night watchman in Kronenburg
1669895241	Bremen senator warns DFL against pressure on Werder Bremen
1669915257	Resistant germs in every second chicken
1670075246	Nigerian man withdraws ten million dollars in cash
1670185293	Traffic jams in Kenten are pre-programmed
1670825291	Cologne doctors want to make liposuction a health insurance benefit
1671325255	Kai Havertz's moment of calm is enough
1673105239	County road 17 closed - motorcyclist seriously injured
1673185295	Bayer 04 experiences a perfect evening in Augsburg
1673785239	Breaks due to increasing departures will be dramatic
1674005244	"Sale of ""Real"" imminent - 34,000 employees affected"
1674335241	University Hospital creates contact point for children with rare diseases
1675175241	Dream car drives only at a snail's pace
1675715241	Project management should take over
1676045249	Arbeiterwohlfahrt celebrates anniversary throughout Germany
1676345289	Dwarf goats and young sheep also to see over Easter
1676875290	Bayer 04 walks a fine line
1677325241	FC Bayern signs Carina Schlüter from SC Sand
1678445246	Habeck considers expropriation conceivable if necessary
1680335241	"Researchers make spectacular ""discovery of the century"
1681045243	Owl café opens in Tokyo - visitors delighted
1682385244	Ernst-Moritz-Roth elementary school to be expanded
1682565249	Spahn wants to introduce vaccinations in pharmacies
1683555257	Burglars devastate Siegburg Anno Gymnasium
1683945244	Four chicks for Hoffnungsthal eagle owls - Early and large brood
1683985290	Rising despair at Fortuna Cologne
1684105244	Organic waste garbage can continues to be emptied 40 times a year
1684285294	Why giant pneumatic tube mail is to be sent in Bergisch Gladbach
1684295294	This is how the course of the Erft is to change
1684325294	"Holidaymaker complained because ""locals were lying on the beach""."
1684355294	Who is top candidate Ulla Thiel?
1684535294	Angry citizen Schoofs has had enough
1684565294	Zülpicher Mensa complains of low interest
1684755244	Fire department saves cross with figure of Christ from falling down
1684815294	MGV-Dürscheid rehearses a children's song for 70 voices
1685155294	With a small Cologne through the city
1685975290	"""Winnetou"" composer Martin Böttcher died"
1687245242	Up to ten years in prison for brothers
1687515251	Why is Easter 2019 out of the ordinary?
1687675244	Michael Goldmann heads the Leichlingen Municipal Sports Association
1687715291	"""On the Internet, everyone comments on everything""."
1688435250	Cologne man seriously injured in motorcycle accident - police investigate
1689245257	The bells of Cologne Cathedral ring out of solidarity
1689475294	Macron wants to reassure French with tax cuts
1689865243	This is how digital a visit to the stadium at 1. FC Köln is
1690545291	Man falls into KVB bus - police looking for unknown car
1690655294	More and more investors are buying into dental practices
1691125293	Deutsche Bank hands over Trump's financial records to authorities
1691455293	Hop, hop, into the pubs
1691585294	Parents criticize gap between daycare vacations and start of school
1691615294	US court finds Anna Sorokin guilty
1692135294	US director Singleton in coma after stroke
1692155293	"""My travels inspire me"""
1692625258	Bird droppings, diamonds, policemen - tricks tourists should know
1693165290	Puzzling non-performance on the Elbe River
1694125248	Brexit overkill on Plasberg
1694715294	Cause of fire on Siegburg railroad line remains unexplained
1695735289	Puzzling duels, pale storm - Almost all Cologne disappointing
1697485289	Police stop wedding procession after gunshot and accident
1697885245	Klopp and Liverpool back at the top of the table
1698885246	National player Leon Draisaitl breaks German NHL record
1699415239	Are employees allowed to share information about their salary?
1700245241	27-year-old defendant weeping asks for death penalty
1700595239	Explosive ordnance disposal still has its work cut out for it
1700635294	Prince William praises Muslims for handling terror in Christchurch
1700965241	Coach Hecking is too light for the heavyweight Gladbach
1701675254	87-year-old woman wrenches steering wheel and overturns with car
1702095244	Boeing CEO admits to further software problem
1702265247	Lakeside helper Claus-Peter Reisch receives Lew Kopelew Prize
1702555239	One bottle of wine per week increases cancer risk like 10 cigarettes
1702875292	Baby elephant Gus is happy about his first shower
1702885244	DuMont has improved earnings again
1702935244	"""DuMont Rhineland is well positioned""."
1704965254	Prison in Thuringia is said to be worth around 300,000 euros
1706755244	50 years ago: How Dario Fontanella invented spaghetti ice cream
1707515243	Trouble for Maradona over statement about USA
1708305257	Keller is considered an insider tip by music fans in Cologne
1708455246	Two 19-year-olds crash Opel into tree
1708675256	Family had to help defendant grow drugs
1709985244	Car thief arrested after driving 700 kilometers on high seat
1710295294	Islamist leader killed in attacks in Sri Lanka
1710315248	Madonna performs in Tel Aviv
1710555288	Unknown persons break into Kaufhof on Schildergasse
1712155292	Branded products versus private label - which is better?
1712165239	"Swedish pancakes like in ""Pippi Longstocking"
1712335294	AMG Mercedes knocks down traffic lights on Rheinufer-Straße
1712495292	Cologne physician warns of family doctor collapse
1712535249	Bad work leads to the goal: Horst Heldt is finally free
1713995241	Customs seizes more drugs and counterfeit products
1714415288	Why Günter Rieder takes 18 balls with him to Weilerswist
1714545244	Assange threatens embassy expulsion within hours or days
1714795288	These curious Easter traditions exist in NRW
1714915288	Why Easter for chicken farms begins already in February
1715065240	"""Patients are not dying because there are too few organ donors"""
1715475294	EU Commissioner admires Merkel's political leadership
1715665239	Stommeln underwater club trains disabled diving instructors
1715715257	Children forced to work on drug plantation
1716295288	Indoor swimming pool Wesseling is a major construction site
1717535247	London collects new environmental toll for city center
1717565243	Mayor condemns anti-Semitism
1717985249	Bonn pensioner sentenced to six months probation
1718565294	Amazon starts fiscal year with another record profit
1719115255	Greta Thunberg also on strike on Good Friday
1719335257	Oil rig employee rescues and adopts dog
1719525247	First Cologne Malzmühlen branch opens in Engelbertstraße
1721515249	Bayer Business Services - Entire subsidiary to be scaled back
1721685255	Klopp and Liverpool defend league lead in top match
1722065247	Where in Derkum from May the road will be torn up
1722485287	Farm in Windeck is in flames - large-scale operation
1722675239	Just chill out against global warming
1722875289	Pigsties in Saxony-Anhalt go up in flames
1723005239	More interest in Japan since free trade agreement
1723425242	Prosecutor's office investigates well-known artist group
1723665292	Robbers threaten man at gunpoint
1723745240	"VRS seeks testers for new ""eTariff"
1724495292	Superhero assembly with self-irony
1724615241	Advertising for Panarbora stirs up emotions
1724665291	All drivers should get into the habit of this simple trick
1724675288	"""MedEvac"" of the German Armed Forces on the way to Madeira"
1726995243	Horst Zedow receives award in Berlin
1727615276	Benfica supporters land in the wrong Frankfurt
1727665242	SED victims to be better helped
1728145249	Cologne residents are annoyed by long waiting times at the doctor's office
1728595241	Oversexualized world
1728615271	"""Pious platitudes undermine the credibility of the Church""."
1728675243	How to feed your whole family healthy
1728685241	Where has the humor gone?
1728765287	School principal orders burning of young woman
1728855247	BVB apparently in agreement with Gladbach's Hazard
1728875243	How Cologne's first witch becomes an action spectacle
1730125246	What happens next week in Cologne
1730325294	Hairdresser and banker open ice cream parlor
1730485259	The battle for the presidency at 1. FC Köln
1730805294	Leverkusen alliance promotes integration of refugees
1731015254	Trouble after spitting attack by Stuttgart's Ascacibar
1731335293	500 weapons and five kilos of black powder found
1731685294	What the Pauli family has experienced in the House of Hats in 100 years
1731745294	Eco-settlement in Dierath is on the waiting list
1731845294	"Café with ""men's serve"" closes after two years"
1732195294	City of Kerpen wants to make building area from protected cemetery area
1732535241	Another woman accuses Joe Biden of assault
1732625244	Fitness industry relies on influencers
1732675241	The city hopes for an entry is Golden Book
1732785251	Amazon employees listen to private conversations with Alexa
1732905289	These are the most fertile neighborhoods in Cologne
1734295253	Circus Roncalli makes a guest appearance again in the Stadtgarten in Bonn
1735365243	Hooligan smashes window of line 16
1735425247	World War II bomb and Hambach Forest keep Bergheim fire department busy
1736195292	"34-year-old ""Jeopardy!"" player cracks the million mark"
1736915289	Stunned and saddened after attacks in Sri Lanka
1736935253	56-year-old man dies from his injuries
1738455256	Worldwide 300 percent more measles cases since January
1738855291	Snooker magician O'Sullivan disenchanted by amateur
1739005292	Five-tener bomb found - defusing still today
1739915256	Father of FC coach Anfang brought out of artificial coma
1740065258	Person injured in accident between two trucks - road closed
1740485258	Günter Wallraff must learn to walk again
1740625292	"""Vans"" produces Harry Potter collection"
1740835241	250 forces are in action on Saturday
1742365243	What really protects against glass breakage on the smartphone display?
1742535245	The clinics in Dormagen and Grevenbroich offer these advantages
1742885256	Rail chaos in rush hour traffic on Monday morning
1745075252	Mother gets ticket for her three-year-old peeing in parking lot
1745085252	Construction site on Bonnstraße - renovation work over the weekend
1745095252	Redevelopment for 4.8 million euros - FDP fears cost avalanche
1745195252	Dream jobs reality check at school
1745315242	Mechernich council approves regional plan proposal of the administration
1745435288	Podolski loses with Kobe even after change of coach
1745465239	Euskirchen woman goes to her 100th Höhner concert
1745515243	Rewe cracks the 60 billion mark in 2018
1745815252	Strong performance honored at sportsman's election
1745885239	Gummersbach honors most successful athletes
1746155252	The unusual silence at the Geißbockheim
1747675241	Everything from passport photo to helium balloon
1747845291	Heavily intoxicated Cologne man seriously injured in fall
1748585294	"Stefanie Frebel from Bergheim produces ""Let's Dance"
1749135239	Heavy defeat for Erdogan
1749215245	Rolf Zuckowski: Music radio play for skin cancer prevention
1749335239	Cologne City Council to elect new school deputy
1750015288	Motorcyclist dies in accident - Nine bikers critically injured
1750345250	Cyclists in Neunkirchen are allowed to ride on the sidewalk again
1751035242	NRW customs investigators stop doping ring - weapons found
1751345251	Couple must spend life in prison after double murder
1751955293	Cologne resident ousted from his Veedel after 20 years
1752705252	Coca-Cola employees in Germany get more money
1754845292	Saudi Arabia demands treaty compliance from Germany
1754925244	Damage to overhead line paralyzes Düsseldorf main station
1756825288	Snakes expel state president George Weah from office
1757035249	Sparkasse Köln-Bonn has a new boss
1757175252	Photo of crying girl at US border is world press photo
1758325247	Zucchini pancakes with tzatziki
1759245247	"Pupils build ""sand castle"" for endangered bees"
1759285257	"""Hunchback of Notre Dame"" tops bestseller list in France"
1760495247	Significant errors in contracts with Bundeswehr consultants
1761405258	Where have all the flowers gone?
1761945246	Minister calls for compulsory concentration camp visits for teachers
1763345242	"""Our problem is the unvaccinated adults""."
1763625252	Amber Heard renews serious accusations against Johnny Depp
1763775289	Collective non-performance inflicts deserved defeat on 1. FC Köln
1764495252	VRS admits serious deficiencies - trains permanently overcrowded
1764705247	Companies support George Clooney
1764905243	Gummersbacher kicker club shoots second trash film
1766205295	A bookcase for the Bahnstadt as well
1766685239	Open doors at the Erftstadt star garden
1766705244	"Barack Obama - conversation with ""my friend Angela Merkel"
1766795295	"""There's still a lot of potential"""
1767555242	Eberl brings Schmadtke son to Gladbach
1767725252	Mystery surrounding SEK operation with two dead in Salzgitter
1768085247	A ship, a dragon and newts
1768785248	An invitation to the celebration of life after death
1768845248	Mix of melancholy and joie de vivre
1769105256	Kerpeners want to fight against right-wing populism
1770925256	Julen lived for a few minutes after falling into borehole
1770975243	Bonn police take action against drug dealers in the Hofgarten
1771015293	More than one in two have reservations about asylum seekers
1771485247	Police discover cannabis plantation in Elsdorf garage
1772855252	Spectacular duels in the South Sports Hall
1772925254	18-year-old seriously injured in accident in Stülinghausen
1774395240	It just goes on and on
1775865289	Red-White enters the final of the European Cup
1776175257	Cologne celebrates 200 events in honor of the cologne boy
1777185244	Woman sues federal republic after being bitten by service dog
1777375250	Record ascent recognized only after 16 years
1777385291	Actress Hannelore Elsner is dead
1777695239	High price: bargain hunters are more inclined to be overweight
1777725250	Two wolves killed in accidents in NRW
1778785257	20 top apartments in Raderthal have been vacant for years
1779375243	Government woman pays for another woman in the supermarket
1779475256	Several dead after storms in the south of the USA
1780505241	The new head of schools and youth comes from the province
1781275249	Fees rise at four elementary school in Wipperfürth
1781685249	Brochure explains the transformation of the Bergisch quarries
1781945249	The music club Thier plays twice in front of a full house
1782025256	Burscheid CDU confirms chairwoman in office
1782085256	Upgrading of the middle main street decided
1782165249	Cologne, the city of bicycles, is not making any progress
1782665288	This makes Jürgen Domian and Barbara Schock-Werner angry
1782955239	"""Glyphosate threatens biodiversity""."
1783025293	6 numeric codes that unlock secret iPhone features
1783185239	Enie van de Meiklokjes: You can't be happy without sugar
1784055244	City of Leverkusen again plans a municipal public order service
1784105249	Rail line between Cologne and Siegburg closed
1784695291	Discover and protect the environment
1785815289	Drexler gives a deep look into the inner workings of the team
1787195246	Drunk driver commits hit and run - caught on return journey
1789175247	Choupo-Moting prevents PSG goal on the line
1789815293	"""The low water has caused us problems""."
1789975243	29-year-old crashes Polo into house wall
1790045252	Disney+ streaming service to launch later this year
1790175293	14 gold medals at Middle Rhine championships
1791025261	Motorcyclist seriously injured - rescue helicopter in action
1791605244	Kindergarten in Zingsheim wants to purchase chickens
1791615293	Dilek Gürsoy receives Victress Award
1791695247	Cologne actor about his daughter's genetic defect
1792085257	1. FC Köln and HSV set Sky ratings record
1793095293	"Action day ""Eifel Sunday excursion"" to Vogelsang"
1793195292	Fire department extinguishes dung heap fire - spontaneous combustion not excluded
1793375256	Unattended suitcase delays train service at Siegburg station
1793665246	Boat captain falls drunk into Rheinauhafen harbor
1793735257	"We raffle 5x2 tickets for ""Dancing - The Magazine Party""."
1794015246	Car overturns and remains on roof
1794545249	Almost 100,000 people had to go without electricity
1795635291	Cologne man in S12 insulted, spat at and injured with bottle
1796085256	Discover the most beautiful destinations in Europe
1796815252	Nature conservation associations criticize wind power plans
1797215256	Eva Herr replaces Anne Luise Müller as director in September
1797545244	Theresa May asks EU to delay withdrawal until June 30
1797615252	In the matter of the Bördebahn, there is still a lot to do for Zülpich
1797795251	New Internet law passed in Russia amid protests
1798075292	Kita revolution meets with reservations among educators and parents
1798355245	Know-how in demand from the Luisental
1798375245	Max and Moritz with cell phone
1798395245	Colorful repertoire of painting students
1798435245	The new Opladen is to become greener
1798475245	Jump start from the minister
1798495245	Not made blue but green
1798685250	Burglars escape with empty safe in Bergisch Gladbach
1799145245	"Search for the ""highest love"
1799195292	Coach Anfang stands in front of his players
1799695252	What the OB earns on the side
1799845252	Youth gang molests peers for months
1799875243	Most likely date of birth for royal offspring calculated
1800595258	Dandelion celebrates its rediscovery in the kitchen
1800855259	CDU proposes adventure trail in Schlebusch
1801155294	Expectant parents launch outrageous call for help to neighbors
1801405259	Windeck patissier Cyril Becker reveals his dessert recipe
1801745259	How Eifel children saved an old Easter custom
1801905240	What is allowed in replica movie cars?
1802245292	65-year-old woman dies in accident on Siegtal road
1802285239	Electricity is more expensive than ever
1802465294	Hollywood actress Stefanie Sherk died
1803035258	Unknown steal 600 square meters of scaffolding from station construction site
1803365244	Support association donates digital city model to the city
1803455243	This is how much the Brexit chaos costs per week
1803875293	Deutsche Bank and Commerzbank merger probably failed
1803925293	Brühl milk bar is rebuilt in the open-air museum Kommern
1804095289	21-year-old runs off the road - three dead
1804555248	Uber launch in Cologne - cab drivers fear competition
1804955248	Market plate in Sankt Augustin to cost half a million more
1804965248	Write a sick note yourself via Whatsapp - how does it work and is it legal?
1804975248	KVB line 18 partially does not reach stops
1805065248	Schoeller works council angry about planned job cuts
1805075248	Odenthaler Straße in Bergisch Gladbach becomes a construction site
1805085248	The city must not become a luxury good
1805475246	First residents to move into new Siegburg home soon
1805565247	Ten and a half years in prison for manslaughter of foster child
1806455288	Unknown persons storm children's party and shoot 13 people
1806855251	Female walker in Bergheim attacked by unknown man
1807805247	Borussia Dortmund vs. FC Schalke 04 live on free TV
1807965240	"""Schumacher and Ritterbach are virtually chased from the court""."
1808865244	Where the shopping center is today - and what the future looks like
1809345246	Small figures show who sets the tone
1809615290	Record attendance at FC race day
1809645258	"Many tax programs perform ""catastrophically"
1809805240	Hundreds of jobs threatened at Sindorf company
1809825240	Graffiti protection for the ladder to heaven
1809835240	Nevertheless, the number of charging stations in the Rhein-Sieg district is rising sharply
1809845240	Verdi has again objections to open Sunday sales
1810655243	Ludwig Sebus mourns the love of his life
1811185243	Man injures federal police officers during control
1811235248	Lufthansa plane has to turn back en route to Sao Paulo
1812275268	Does the full moon affect our sleep?
1813755259	The paper mill has no long-term security
1813865259	State gives money for family centers
1813955248	After 43 years again search for body
1814165254	How Kaufhof rose to become what was once Europe's most modern department store
1814575259	Cologne Sharks extend with striker
1815325293	Opdenhövel's slip of the tongue becomes a viral hit
1815715244	Cologne summer festival brings colorful program to the city
1815755258	Krefeld Penguins sign Kai Hospelt
1816075239	Thais to wear yellow in honor of the king
1816235239	Test passed - plastic cups no longer end up on the street
1816535250	IW Director Michael Hüther becomes new head of the Supervisory Board
1817005239	Are employees allowed to talk to colleagues about their salary?
1818945259	Ruhani Venoms Against U.S. and Israel
1819745295	Petra Weymans manages municipal cultural projects alone
1819785295	Troisdorf celebrates 50th birthday
1819915295	Genetic test to prove sighting
1820225295	His trademark is the beard
1820325295	New marketing plans for the area in demand
1822875240	East Germans in Germany similarly disadvantaged as migrants
1822885240	Landlady complains about disaster tourism after rampage
1823725288	Real estate purchase prices in Cologne skyrocket
1824595292	Serious accident in Neuensaal in Kürten
1826305257	20-year-old woman is robbed by unknown perpetrator
1826635258	73-year-old man from Cologne hit by car - seriously injured
1828335292	Cologne Rhine bank to be covered with basalt lava stones
1828575292	Frank Elstner is suffering from Parkinson's disease
1828715258	Alcohol, nicotine, gambling - this is how addicted Germans are
1828795239	Your life is mine
1830055246	Prince William does internship at the secret service MI6
1830555240	This is how an ex-construction manager comments on the major construction sites in Cologne
1830935291	Two people from Burscheid collided on the Balkan route
1831725294	Cleaning up with the Cologne Marie Kondo
1832025242	When you think you are wrongly successful
1832205246	Modeste from the start - Markus Anfang plays like this
1832805243	Cologne Zoo is committed to tiger geckos
1832925257	Cologne police searching for EC card fraudsters
1833065239	Child dies in fire: mother alleged to have set fire
1833075243	Federal police find one kilo of amphetamines on 32-year-old man
1833095242	Meet Dr. Norbert Roers at the market in Cologne-Kalk
1833375240	"Hotel calls on influencers to finally ""get it right"""
1835135240	There is a high risk of forest fires in the Oberberg region
1835745244	Peter Brings quite openly: This is how much we earn in carnival
1836765248	Family caregivers share their experiences
1837385295	Obsessive-compulsive disorder - when the number 58 triggers fear of death
1838645242	League-wide interest in coach Marco Rose
1840875242	Why protein is the most reliable friend when losing weight
1841625242	Graves of police officers smeared with swastikas
1842345250	Astronomers succeed in taking first image of black hole
1842605250	Joe Bausch speaks in Cologne about dealing with serious criminals
1843625240	Indonesia closes island to tourists for a year
1843635288	Man beats up motorcyclist after overtaking maneuver
1844315246	Japan celebrates fertility at phallus festival
1844605239	"Technology causes laughter at ""Cologne Sports Night"
1844695248	"Emotional debate about terms such as ""Sarotti-Mohr"" and ""Mohrenstraße"
1844705248	200 police officers search apartments in raid in Cologne-Kalk
1845505288	How Venice, Paris and Co. defend themselves against masses of tourists
1846645294	"Elstner: ""Afraid to talk stupid""."
1847915282	Eintracht Frankfurt also grabs Benfica and is in the semifinals
1848255248	Diving tower at the octopus pool will be closed for six weeks
1848375247	Armed man is overpowered at discount store checkout counter
1848375294	Denise Richards does not want her children to see her sex scenes
1848515248	Straßen NRW thinks little of Overath earth wall plan
1848615239	Düsseldorf Rheinbahn has to pay 37 employees for life
1849095248	How the people of Euskirchen should separate their waste more carefully
1850455248	The Linden Theater in Frechen remains in existence
1850605291	What is the safest way to transport children by bike?
1850795247	FC's promotion is more obligation than cause for celebration
1851395257	Robert-Blum-Straße in Küppersteg is temporarily a one-way street
1851745243	German armed forces criticized after advertising campaign in front of Ford premises in Cologne
1851865251	Premature baby never gets visit and is adopted by nurse
1855235242	Travelers at Cologne Central Station must expect problems
1856975244	Samsung launches sale of first 5G smartphone
1857515242	Why Rewe, Edeka and Co. are outstripping the discounters
1859235248	Wolfgang Bosbach hopes that Heidi Klum will marry in Bergisch Gladbach
1859475295	Police find 15 dead in surrounded house in Sri Lanka
1860055252	Bayer to approach plaintiffs with mediator
1860435250	Fake news circulates - picture supposed to show littered Cologne city center
1860485240	Justin Bieber sends fans to April with ultrasound picture
1860745247	In the Belgian Quarter there are clothes from waxed cotton
1861465241	This is how successful VR-Bank Rhein-Sieg's fiscal year was
1862565294	Bayer 04 wants to put pressure on competition
1863095294	Expensive olive oil perform poorly in the test - also organic
1863185245	"Bohle celebrates ""Dichtfest"" at headquarters in Wehnrath"
1863215250	"""Hand luggage is a major driver of delays"""
1864145253	Consumer protection warns against nine types of soft cheese
1864275259	Police seize kangaroo on highway
1864725248	Philipp Poisel still on the road without a smartphone
1864935244	Tower weighing tons must be dismantled
1865075288	Forest fire at the Aggertalsperre triggers large-scale operation
1865105291	Four refugees apologize and take deal
1865825293	Look or look away - how is a spike less painful?
1866255243	Thieves looted cash box in Burscheid hotel
1866325295	Trees cut down in Friesheim bush
1866735295	The journey alone was already one big adventure
1867085245	EU Finance Ministers Discuss Worker Mobility
1867825295	King of Thailand prefers to live in Bavaria
1867965243	44-year-old man must serve life in prison for murder
1870105293	Facebook prepares for billion-dollar fine
1871045247	Women in Bochum allegedly sprayed lips without permission
1871755243	Police find suspect - package is delivered
1872485242	Cologne Sharks complain about wasted opportunity
1873355250	Two children seriously injured in bicycle accidents
1873435291	"""I am the explosive Russian and he is always harmonious""."
1875615287	Rider of e-tret scooter seriously injured in accident
1875815240	Reinhard Rauball: End up where we are now
1876035249	Man freed from avalanche after one and a half hours
1876095240	Project team plans new parking spaces for the Eitorfer market
1876555243	Physiotherapist allegedly took pornographic photos of children
1877735243	Unhealthy eating kills more people than smoking - can it be?
1877955243	Ten facts about kale
1879365240	Obscene city hall figure causes guesswork on Twitter
1879665240	Six new air pollution monitoring stations established
1879675244	Wife of Jeff Bezos still fourth richest woman in the world after divorce
1879955245	"Expert warns: ""Then God have mercy on us""."
1880255250	First impressions from Art Cologne
1880295240	Lena Meyer-Landrut: Gossip has changed my behavior
1880975292	Tricksters steal jewelry from Euskirchen apartment
1881245256	Fire broke out in Paris Notre Dame Cathedral
1881455239	Hürth water ski facility starts the season
1882385259	Sending letters will become significantly more expensive
1882505240	Against discrimination
1882515240	Nature conservation could stop FC
1882555240	Giffey promises money from new law
1882575240	Things are looking up again
1882585240	Money to make patient garden bloom
1883275293	Hundreds of rockers expected at Bonn cemetery
1883495257	Which faith belongs to Germany?
1883825240	With the third ramp, the costs increase to more than double
1883825244	Pupil on bicycle hit by car and seriously injured
1884155241	"""We have the dumbest immigration system in the world""."
1884595248	"No ""traffic jam chaos"" expected despite heavy car traffic"
1885255240	The garbage must go, a bookcase should come
1885805246	Firefighters narrowly escape approaching train
1886145293	Police helicopter tracks down frightened little girl
1886235266	More space for cyclists on the Cologne rings
1886265295	CEO Baumann gets the receipt for his arrogance
1887355240	Digital transformation dominates Frankfurt Music Fair
1888025256	"Initiative ""Bonn blooms and hums"" receives UN prize"
1888475292	Boris Palmer announces withdrawal from Facebook after criticism
1888605293	This is how many hours a day toddlers should exercise
1889005240	Expert believes in extraterrestrial life
1889705246	Pakendorf leads the district CDU
1890205244	First IS returnees brought to Germany - Arrested immediately
1890265240	FAA: Update of Boeing 737 Max software still weeks away
1890405243	Car show and horse racing on May 19 in Cologne
1891065288	"""I love playing anger"""
1891335272	Why a German start-up sells tampons in books
1892095240	Green area with space for recreational activities planned
1892655239	Police arrest pickpocket at Cologne Central Station
1893825244	Hasselhoff and Lindner engage in a fierce exchange of blows
1894135256	Markus Anfang trusts this eleven in the top match
1894245240	Calli is coming, new mountain rescue and old time: April Fool's jokes
1894425247	Greens want to ban diesel and gasoline cars from 2030 onwards
1894995290	Three flights canceled at Frankfurt Airport
1895685294	Thomas Müller backs down after penalty discussion
1896385244	What will become of the planned large casino for Deutz?
1897075239	Trial against clan members begins with partial confession
1897655240	Charging stations: associations call for more efforts from the federal government
1897735247	What Gmail, Paypal and Netflix customers need to do now
1900175245	Call for help for Garden of Nations
1900205245	Amsterdam is too crowded - what is now forbidden for tourists
1900215245	Mayors in the district complain about low sum in the emergency program
1900225245	These projects are still planned in Bergisch Gladbach
1900255245	Works Council feels betrayed
1900845257	Despite imminent promotion: FC deficits are unmistakable
1901135245	Schoeller plans to invest large sums in Hellenthal
1901515252	What you need to know about the birth of Harry and Meghan's baby
1902085245	What makes the top match between Munich and Dortmund so explosive
1902325239	"""How nice, you only have black!"""
1903185294	Truck gets stuck on gantry - driver dies
1903525292	Bonn fire department rescues four goslings in distress
1904515239	The next job: Schalke 04 wants to reach the Cup semifinals
1904845293	Truck driver cooks himself snack on hard shoulder
1905105259	Ex-NFL star Gronkowski damages Super Bowl trophy
1905295289	Why Karina Schander lets pigeons hatch chicken eggs
1905655257	So expensive can be smoking on the balcony
1907305294	Rhenish university hospitals receive six million euros
1907825254	Angelina Jolie and Brad Pitt officially single again
1907935246	Bonn police arrest violent man
1908095248	Cologne Tenants' Association speaks out in favor of expropriations
1908545239	Complaint about disaster tourism after Münster rampage
1909465243	Intermodellbau 2019 starts with a lot of high-tech
1909465294	Maaßen supports CDU election campaign
1909895244	Murtado Hamza plays in the marching band of the Bergneustadt fire department
1910135290	A worthy but bloody end for the great Bremen team
1910395293	Classical to jazzy - this has never been seen before with the Cologne band
1910735259	Miraculous rise of a soccer blogger
1911465289	A new meeting place in the middle of Manfort
1912565250	Man wants to sell sheep with chair as sitting lawn mower
1912835289	Biofrontera reports sales growth in the first quarter
1914085252	20-year-old woman missing with five-month-old son
1914355291	Caught in the sign forest - a test drive
1914855250	Reinhard Grindel also resigns from Fifa and Uefa posts
1914985245	Fountain runs again - concerts and events to follow
1915335241	Citizens name climate change and poverty as most pressing tasks
1915925244	KVB remains partner for local transport
1916205252	The new demolition concept for Meschenich
1916575239	Unemployment in euro zone remains at ten-year low
